paper.code,source.code,list.name,in.text.citation,authors,title,publication,year,volume,issue,start.page.no,end.page.no,doi,authors.full.name,ISSN,eISSN,ISBN,book.doi,wos.uid
202,555,original source,30,"Chen, WL; Chiang, KP; Tsai, SF",Neglect of Presence of Bacteria Leads to Inaccurate Growth Parameters of the Oligotrich Ciliate Strombidium sp. During Grazing Experiments on Nanoflagellates,FRONTIERS IN MARINE SCIENCE,2020,7,NA,NA,NA,10.3389/fmars.2020.569309,"Chen, Wan-Lin; Chiang, Kuo-Ping; Tsai, Sheng-Fang",NA,2296-7745,NA,NA,WOS:000575578400001
202,556,original source,31,"McManus, GB; Schoener, DM; Haberlandt, K",Chloroplast symbiosis in a marine ciliate: ecophysiology and the risks and rewards of hosting foreign organelles,FRONTIERS IN MICROBIOLOGY,2012,3,NA,NA,NA,10.3389/fmicb.2012.00321,"McManus, George B.; Schoener, Donald M.; Haberlandt, Katharine",NA,1664-302X,NA,NA,WOS:000208863600325
202,557,original source,32,"FENCHEL, T; JONSSON, PR","THE FUNCTIONAL BIOLOGY OF STROMBIDIUM-SULCATUM, A MARINE OLIGOTRICH CILIATE (CILIOPHORA, OLIGOTRICHINA)",MARINE ECOLOGY PROGRESS SERIES,1988,48,1,1,15,10.3354/meps048001,"FENCHEL, T; JONSSON, PR",0171-8630,NA,NA,NA,WOS:A1988Q004800001
202,558,original source,33,"OHMAN, MD; SNYDER, RA",GROWTH-KINETICS OF THE OMNIVOROUS OLIGOTRICH CILIATE STROMBIDIUM SP,LIMNOLOGY AND OCEANOGRAPHY,1991,36,5,922,935,10.4319/lo.1991.36.5.0922,"OHMAN, MD; SNYDER, RA",0024-3590,NA,NA,NA,WOS:A1991GP59400008
202,559,original source,34,"Yang, JP; Löder, MGJ; Boersma, M; Wiltshire, KH",Factors influencing the grazing response of the marine oligotrichous ciliate Strombidium cf. sulcatum,AQUATIC MICROBIAL ECOLOGY,2015,74,1,59,71,10.3354/ame01729,"Yang, Jinpeng; Loeder, Martin Guenter Joachim; Boersma, Maarten; Wiltshire, Karen Helen",0948-3055,1616-1564,NA,NA,WOS:000350090200005
202,560,original source,35,"Jeong, HJ; Yoon, JY; Kim, JS; Yoo, YD; Seong, KA",Growth and grazing rates of the prostomatid ciliate Tiarina fusus on red-tide and toxic algae,AQUATIC MICROBIAL ECOLOGY,2002,28,3,289,297,10.3354/ame028289,"Jeong, HJ; Yoon, JY; Kim, JS; Yoo, YD; Seong, KA",0948-3055,NA,NA,NA,WOS:000177342000008
202,561,original source,36,"VERITY, PG","GRAZING, RESPIRATION, EXCRETION, AND GROWTH-RATES OF TINTINNIDS",LIMNOLOGY AND OCEANOGRAPHY,1985,30,6,1268,1282,10.4319/lo.1985.30.6.1268,"VERITY, PG",0024-3590,1939-5590,NA,NA,WOS:A1985AVJ1000013
202,562,original source,48,"Weisse, T; Stadler, P; Lindström, ES; Kimmance, SA; Montagnes, DJS",Interactive effect of temperature and food concentration on growth rate:: A test case using the small freshwater ciliate Urotricha farcta,LIMNOLOGY AND OCEANOGRAPHY,2002,47,5,1447,1455,10.4319/lo.2002.47.5.1447,"Weisse, T; Stadler, P; Lindström, ES; Kimmance, SA; Montagnes, DJS",0024-3590,1939-5590,NA,NA,WOS:000178081800016
202,563,original source,37,"Weisse, T; Scheffel, U; Stadler, P",Temperature-dependent resistance to starvation of three contrasting freshwater ciliates,EUROPEAN JOURNAL OF PROTISTOLOGY,2023,88,NA,NA,NA,10.1016/j.ejop.2023.125973,"Weisse, Thomas; Scheffel, Ulrike; Stadler, Peter",0932-4739,1618-0429,NA,NA,WOS:000966928600001
202,564,original source,38,"Weisse, T; Rammer, S","Pronounced ecophysiological clonal differences of two common freshwater ciliates, Coleps spetai (Prostomatida) and Rimostrombidium lacustris (Oligotrichida), challenge the morphospecies concept",JOURNAL OF PLANKTON RESEARCH,2006,28,1,55,63,10.1093/plankt/fbi100,"Weisse, T; Rammer, S",0142-7873,NA,NA,NA,WOS:000235606600004
202,565,original source,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,566,original source,42,"JACKSON, KM; BERGER, J",SURVIVAL OF CILIATE PROTOZOA UNDER STARVATION CONDITIONS AND AT LOW BACTERIAL LEVELS,MICROBIAL ECOLOGY,1984,10,1,47,59,10.1007/BF02011594,"JACKSON, KM; BERGER, J",0095-3628,1432-184X,NA,NA,WOS:A1984SN64300005
202,567,original source,43,"Gächter, E; Weisse, T",Local adaptation among geographically distant clones of the cosmopolitan freshwater ciliate Meseres corlissi.: I.: Temperature response,AQUATIC MICROBIAL ECOLOGY,2006,45,3,291,300,10.3354/ame045291,"Gaechter, E.; Weisse, T.",0948-3055,1616-1564,NA,NA,WOS:000243607700009
202,568,original source,44,"Tarangkoon, W; Hansen, PJ","Prey selection, ingestion and growth responses of the common marine ciliate Mesodinium pulex in the light and in the dark",AQUATIC MICROBIAL ECOLOGY,2011,62,1,25,38,10.3354/ame01455,"Tarangkoon, Woraporn; Hansen, Per Juel",0948-3055,1616-1564,NA,NA,WOS:000285935100003
202,569,original source,45,"FENCHEL, T",ADAPTIVE SIGNIFICANCE OF POLYMORPHIC LIFE-CYCLES IN PROTOZOA - RESPONSES TO STARVATION AND REFEEDING IN 2 SPECIES OF MARINE CILIATES,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1990,136,3,159,177,10.1016/0022-0981(90)90159-A,"FENCHEL, T",0022-0981,1879-1697,NA,NA,WOS:A1990DE55300001
228,1108,original source,Abdullahi (1992),"ABDULLAHI, BA",EFFECTS OF DIET ON GROWTH AND DEVELOPMENT OF 3 SPECIES OF CYCLOPOID COPEPODS,HYDROBIOLOGIA,1992,232,3,233,241,10.1007/BF00013708,"ABDULLAHI, BA",0018-8158,NA,NA,NA,WOS:A1992JA10200006
228,1109,original source,Armitage et al. (1994),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1110,original source,Austin and Baker (1988),"AUSTIN, DA; BAKER, JH","FATE OF BACTERIA INGESTED BY LARVAE OF THE FRESH-WATER MAYFLY, EPHEMERA-DANICA",MICROBIAL ECOLOGY,1988,15,3,323,332,10.1007/BF02012645,"AUSTIN, DA; BAKER, JH",0095-3628,1432-184X,NA,NA,WOS:A1988M394400006
228,1111,original source,Bernard and Rassoulzadegan (1990),"BERNARD, C; RASSOULZADEGAN, F",BACTERIA OR MICROFLAGELLATES AS A MAJOR FOOD SOURCE FOR MARINE CILIATES - POSSIBLE IMPLICATIONS FOR THE MICROZOOPLANKTON,MARINE ECOLOGY PROGRESS SERIES,1990,64,1-2,147,155,10.3354/meps064147,"BERNARD, C; RASSOULZADEGAN, F",0171-8630,1616-1599,NA,NA,WOS:A1990DM85700015
228,1112,original source,Edmondson(1946),"EDMONDSON, WT",FACTORS IN THE DYNAMICS OF ROTIFER POPULATIONS,ECOLOGICAL MONOGRAPHS,1946,16,4,357,372,10.2307/1961641,"EDMONDSON, WT",0012-9615,1557-7015,NA,NA,WOS:A1946YF70700005
228,1113,original source,Gale and Lowe (1971),"GALE, WF; LOWE, RL","PHYTOPLANKTON INGESTION BY FINGERNAIL CLAM, SPHAERIUM-TRANSVERSUM (SAY), IN POOL 19, MISSISSIPPI RIVER",ECOLOGY,1971,52,3,507,&,10.2307/1937634,"GALE, WF; LOWE, RL",0012-9658,NA,NA,NA,WOS:A1971J985500013
228,1114,original source,Jürgens and Simek (2000),"Jürgens, K; Simek, K","Functional response and particle size selection of Halteria cf. grandinella, a common freshwater oligotrichous ciliate",AQUATIC MICROBIAL ECOLOGY,2000,22,1,57,68,10.3354/ame022057,"Jürgens, K; Simek, K",0948-3055,1616-1564,NA,NA,WOS:000088621100005
228,1115,original source,Kivi and Setälä (1995),"KIVI, K; SETALA, O","SIMULTANEOUS MEASUREMENT OF FOOD PARTICLE SELECTION AND CLEARANCE RATES OF PLANKTONIC OLIGOTRICH CILIATES (CILIOPHORA, OLIGOTRICHINA)",MARINE ECOLOGY PROGRESS SERIES,1995,119,1-3,125,137,10.3354/meps119125,"KIVI, K; SETALA, O",0171-8630,NA,NA,NA,WOS:A1995QR92700011
228,1116,original source,Ladle and Bird (1980),NA,NA,NA,NA,NA,NA,NA,NA,10.1007/978-1-4613-3048-6_9,NA,NA,NA,NA,NA,NA
228,1117,original source,Locke et al. (2013),"Locke, SA; Bulté, G; Forbes, MR; Marcogliese, DJ","Estimating diet in individual pumpkinseed sunfish Lepomis gibbosus using stomach contents, stable isotopes and parasites",JOURNAL OF FISH BIOLOGY,2013,82,2,522,537,10.1111/j.1095-8649.2012.03497.x,"Locke, S. A.; Bulte, G.; Forbes, M. R.; Marcogliese, D. J.",0022-1112,1095-8649,NA,NA,WOS:000314915600010
228,1118,original source,López-Rodríguez et al. (2009),"López-Rodríguez, MJ; de Figueroa, JMT; Alba-Tercedor, J",Life history of two burrowing aquatic insects in southern Europe: Leuctra geniculata (Insecta: Plecoptera) and Ephemera danica (Insecta: Ephemeroptera),AQUATIC INSECTS,2009,31,2,99,110,10.1080/01650420802620345,"Lopez-Rodriguez, Manuel J.; Manuel Tierno de Figueroa, J.; Alba-Tercedor, Javier",0165-0424,1744-4152,NA,NA,WOS:000268188600003
228,1119,original source,Lynn (2008),NA,NA,NA,NA,NA,NA,NA,NA,10.1007/978-1-4020-8239-9,NA,NA,NA,NA,NA,NA
228,1120,original source,Mackie and Bailey (2007),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1121,original source,Mann (1976),"MANN, RHK","OBSERVATIONS ON AGE, GROWTH, REPRODUCTION AND FOOD OF CHUB SQUALIUS-CEPHALUS L IN RIVER STOUR, DORSET",JOURNAL OF FISH BIOLOGY,1976,8,3,265,+,10.1111/j.1095-8649.1976.tb03950.x,"MANN, RHK",0022-1112,1095-8649,NA,NA,WOS:A1976BG74800008
228,1122,original source,Ponton and Gerdeaux (1988),"PONTON, D; GERDEAUX, D",SOME ASPECTS OF THE FOOD OF 2 PLANCTONOPHAGIC FISHES IN LEMAN LAKE - THE WHITEFISH (COREGONUS-SCINZII PALEA CUV AND VAL) AND THE ROACH (RUTILUS-RUTILUS (L)),BULLETIN FRANCAIS DE LA PECHE ET DE LA PISCICULTURE,1988,NA,308,11,23,10.1051/kmae:1988011,"PONTON, D; GERDEAUX, D",0767-2861,NA,NA,NA,WOS:A1988N266400002
228,1123,original source,Rudzinska et al. (1966),"RUDZINSKA, MA; JACKSON, GJ; TUFFRAU, M",FINE STRUCTURE OF COLPODA MAUPASI WITH SPECIAL EMPHASIS ON FOOD VACUOLES,JOURNAL OF PROTOZOOLOGY,1966,13,3,440,+,10.1111/j.1550-7408.1966.tb01937.x,"RUDZINSKA, MA; JACKSON, GJ; TUFFRAU, M",0022-3921,NA,NA,NA,WOS:A19668178900015
228,1124,original source,Serveau and Raymond (2007),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1125,original source,Stemberger and Gilbert (1985),"STEMBERGER, RS; GILBERT, JJ","BODY SIZE, FOOD CONCENTRATION, AND POPULATION-GROWTH IN PLANKTONIC ROTIFERS",ECOLOGY,1985,66,4,1151,1159,10.2307/1939167,"STEMBERGER, RS; GILBERT, JJ",0012-9658,1939-9170,NA,NA,WOS:A1985ANN8200007
228,1126,original source,Tachet et al. (2010),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1127,original source,Takamura and Yasuno (1983),NA,NA,NA,NA,NA,NA,NA,NA,10.3739/rikusui.44.184,NA,NA,NA,NA,NA,NA
228,1128,original source,Timm (1996),"Timm, T","Tubifex tubifex (Muller, 1774) (Oligochaeta, tubificidae) in the profundal of Estonian lakes",INTERNATIONALE REVUE DER GESAMTEN HYDROBIOLOGIE,1996,81,4,589,596,10.1002/iroh.19960810412,"Timm, T",0020-9309,NA,NA,NA,WOS:A1996VY83100009
228,1129,original source,Troschel and Rösch (1991),"TROSCHEL, HJ; ROSCH, R",DAILY RATION OF JUVENILE COREGONUS-LAVARETUS (L) FED ON LIVING ZOOPLANKTON,JOURNAL OF FISH BIOLOGY,1991,38,1,95,104,10.1111/j.1095-8649.1991.tb03095.x,"TROSCHEL, HJ; ROSCH, R",0022-1112,1095-8649,NA,NA,WOS:A1991ET73500010
228,1130,original source,Verni and Gualtieri (1997),"Verni, F; Gualtieri, P",Feeding behaviour in ciliated protists,MICRON,1997,28,6,487,504,10.1016/S0968-4328(97)00028-0,"Verni, F; Gualtieri, P",0968-4328,NA,NA,NA,WOS:000072329900008
228,1131,original source,Visscher (1923),"Visscher, JP","Feeding reactions in the ciliate, Dileptus gigas, with special reference to the function of Trichocysts",BIOLOGICAL BULLETIN,1923,45,2,113,143,10.2307/1536640,"Visscher, JP",0006-3185,NA,NA,NA,WOS:000201798300003
228,1132,original source,Warren and Lawton (1987),"WARREN, PH; LAWTON, JH",INVERTEBRATE PREDATOR-PREY BODY SIZE RELATIONSHIPS - AN EXPLANATION FOR UPPER-TRIANGULAR FOOD WEBS AND PATTERNS IN FOOD WEB STRUCTURE,OECOLOGIA,1987,74,2,231,235,10.1007/BF00379364,"WARREN, PH; LAWTON, JH",0029-8549,1432-1939,NA,NA,WOS:A1987K976200009
251,1172,original source,Bozkurt & Can 2014 (Turk J. Zool. 38: 222-228),"Bozkurt, A; Can, MF","Seasonal variations in body length and fecundity of 2 copepod species: Thermocyclops crassus (Fischer, 1853) and Eudiaptomus drieschi (Poppe & Mrazek, 1895)",TURKISH JOURNAL OF ZOOLOGY,2014,38,2,222,228,10.3906/zoo-1007-7,"Bozkurt, Ahmet; Can, Mehmet Fatih",1300-0179,1303-6114,NA,NA,WOS:000329919500012
251,1173,original source,Tellioglu 2006 (Crustaceana 79: 11-22),"Tellioglu, A","Seasonal variations in copepod body length: A comparison between different species in Keban Dam Lake, Turkey",CRUSTACEANA,2006,79,NA,11,22,10.1163/156854006776759761,"Tellioglu, A",0011-216X,NA,NA,NA,WOS:000238681500002
251,1174,original source,Warren et al. 1986 (J. Pank. Res. 8: 841-853),"WARREN, GJ; EVANS, MS; JUDE, DJ; AYERS, JC","SEASONAL-VARIATIONS IN COPEPOD SIZE - EFFECTS OF TEMPERATURE, FOOD ABUNDANCE, AND VERTEBRATE PREDATION",JOURNAL OF PLANKTON RESEARCH,1986,8,5,841,853,10.1093/plankt/8.5.841,"WARREN, GJ; EVANS, MS; JUDE, DJ; AYERS, JC",0142-7873,NA,NA,NA,WOS:A1986E012300003
251,1175,original source,Reed and Aronson 1989 (J. Crustacean. Biol. 9: 67-76),NA,NA,NA,NA,NA,NA,NA,NA,10.1163/193724089X00214,NA,NA,NA,NA,NA,NA
251,1176,original source,Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Belmonte, G; Cavallo, A",Body size and its variability in the copepod Acartia margalefi (Calanoida) from Lake Acquatina (SE Italy),ITALIAN JOURNAL OF ZOOLOGY,1997,64,4,377,382,10.1080/11250009709356225,"Belmonte, G; Cavallo, A",1125-0003,1748-5851,NA,NA,WOS:000071907000011
253,1177,original source,George (1976),"GEORGE, DG",LIFE-CYCLE AND PRODUCTION OF CYCLOPS VICINUS IN A SHALLOW EUTROPHIC RESERVOIR,OIKOS,1976,27,1,101,110,10.2307/3543438,"GEORGE, DG",0030-1299,NA,NA,NA,WOS:A1976BF65600017
253,1178,original source,García et al. (2011),"García, CE; Nandini, S; Sarma, SSS","Demographic characteristics of the copepod Acanthocyclops americanus (Sars, 1863) (Copepoda: Cyclopoida) fed mixed algal (Scenedesmus acutus)-rotifer (Brachionus havanaensis) diet",HYDROBIOLOGIA,2011,666,1,59,69,10.1007/s10750-010-0209-8,"Enriquez Garcia, Cecilia; Nandini, S.; Sarma, S. S. S.",0018-8158,1573-5117,NA,NA,WOS:000289002100006
253,1179,original source,Kumar and Rao (1999),NA,NA,NA,NA,NA,NA,NA,NA,10.1002/iroh.199900035,NA,NA,NA,NA,NA,NA
253,1180,original source,Hwang et al. (2009),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1181,original source,González et al. (2008),"González, EJ; Matsumura-Tundisi, T; Tundisi, JG","Size and dry weight of main zooplankton species in Bariri reservoir (SP, Brazil)",BRAZILIAN JOURNAL OF BIOLOGY,2008,68,1,69,75,10.1590/S1519-69842008000100010,"Gonzalez, E. J.; Matsumura-Tundisi, T.; Tundisi, J. G.",1519-6984,1678-4375,NA,NA,WOS:000256436300009
253,1182,original source,Krylov (1988),NA,NA,NA,NA,NA,NA,NA,NA,10.1127/archiv-hydrobiol/113/1988/231,NA,NA,NA,NA,NA,NA
253,1183,original source,Marković et al. (2008),"Muschiol, D; Markovic, M; Threis, I; Traunspurger, W",Predator-prey relationship between the cyclopoid copepod Diacyclops bicuspidatus and a free-living bacterivorous nematode,NEMATOLOGY,2008,10,NA,55,62,10.1163/156854108783360203,"Muschiol, Daniel; Markovic, Mirjana; Threis, Ilka; Traunspurger, Walter",1388-5545,NA,NA,NA,WOS:000253195000006
253,1184,original source,Novich et al. (2014),"Novich, RA; Erickson, EK; Kalinoski, RM; Delong, JP",The temperature independence of interaction strength in a sit-and-wait predator,ECOSPHERE,2014,5,10,NA,NA,10.1890/ES14-00216.1,"Novich, Rachel A.; Erickson, Emma K.; Kalinoski, Ryan M.; Delong, John P.",2150-8925,NA,NA,NA,WOS:000345097200015
253,1185,original source,Jurgens et al. (1997),"Jurgens, K; Arndt, H; Zimmermann, H",Impact of metazoan and protozoan grazers on bacterial biomass distribution in microcosm experiments,AQUATIC MICROBIAL ECOLOGY,1997,12,2,131,138,10.3354/ame012131,"Jurgens, K; Arndt, H; Zimmermann, H",0948-3055,1616-1564,NA,NA,WOS:A1997WV12000004
253,1186,original source,Manca et al. (1999),NA,NA,NA,NA,NA,NA,NA,NA,10.4081/jlimnol.1999.25,NA,NA,NA,NA,NA,NA
253,1187,original source,Lawrence et al. (1987),"LAWRENCE, SG; MALLEY, DF; FINDLAY, WJ; MACLVER, MA; DELBAERE, IL",METHOD FOR ESTIMATING DRY-WEIGHT OF FRESH-WATER PLANKTONIC CRUSTACEANS FROM MEASURES OF LENGTH AND SHAPE,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1987,44,NA,264,274,10.1139/f87-301,"LAWRENCE, SG; MALLEY, DF; FINDLAY, WJ; MACLVER, MA; DELBAERE, IL",0706-652X,1205-7533,NA,NA,WOS:A1987L149200026
253,1188,original source,Michaloudi (2005),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1189,original source,Bradshaw (1983),"BRADSHAW, WE",ESTIMATING BIOMASS OF MOSQUITO POPULATIONS,ENVIRONMENTAL ENTOMOLOGY,1983,12,3,779,781,10.1093/ee/12.3.779,"BRADSHAW, WE",0046-225X,1938-2936,NA,NA,WOS:A1983QU81000034
253,1190,original source,Baudouin and Ravera (1972),NA,NA,NA,NA,NA,NA,NA,NA,10.4319/lo.1972.17.4.0645,NA,NA,NA,NA,NA,NA
253,1191,original source,Bowen and Johannsson (2011),"Bowen, KL; Johannsson, OE","Changes in zooplankton biomass in the Bay of Quinte with the arrival of the mussels, Dreissena polymorpha and D-rostiformis bugensis, and the predatory cladoceran, Cercopagis pengoi: 1975 to 2008",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,2011,14,1,44,55,10.1080/14634988.2011.550528,"Bowen, Kelly L.; Johannsson, Ora E.",1463-4988,NA,NA,NA,WOS:000288197500006
253,1192,original source,Miller et al. (1977),"MILLER, CB; JOHNSON, JK; HEINLE, DR",GROWTH RULES IN MARINE COPEPOD GENUS ACARTIA,LIMNOLOGY AND OCEANOGRAPHY,1977,22,2,326,335,10.4319/lo.1977.22.2.0326,"MILLER, CB; JOHNSON, JK; HEINLE, DR",0024-3590,1939-5590,NA,NA,WOS:A1977DB23200012
253,1193,original source,Sarma et al. (2013),"Sarma, SSS; Jiménez-Contreras, J; Fernández, R; Nandini, S; García-García, G","Functional responses and feeding rates of Mesocyclops pehpeiensis Hu (Copepoda) fed different diets (rotifers, cladocerans, alga and cyanobacteria)",JOURNAL OF NATURAL HISTORY,2013,47,5-12,841,852,10.1080/00222933.2012.747636,"Sarma, S. S. S.; Jimenez-Contreras, Jorge; Fernandez, Rocio; Nandini, S.; Garcia-Garcia, Gerardo",0022-2933,1464-5262,NA,NA,WOS:000316104500030
260,1194,original source,Houk et al. (2010),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1195,original source,NAWQA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1196,original source,Leblanc et al. 2012,"Leblanc, K; Arístegui, J; Armand, L; Assmy, P; Beker, B; Bode, A; Breton, E; Cornet, V; Gibson, J; Gosselin, MP; Kopczynska, E; Marshall, H; Peloquin, J; Piontkovski, S; Poulton, AJ; Quéguiner, B; Schiebel, R; Shipe, R; Stefels, J; van Leeuwe, MA; Varela, M; Widdicombe, C; Yallop, M","A global diatom database - abundance, biovolume and biomass in the world ocean",EARTH SYSTEM SCIENCE DATA,2012,4,1,149,165,10.5194/essd-4-149-2012,"Leblanc, K.; Aristegui, J.; Armand, L.; Assmy, P.; Beker, B.; Bode, A.; Breton, E.; Cornet, V.; Gibson, J.; Gosselin, M. -P.; Kopczynska, E.; Marshall, H.; Peloquin, J.; Piontkovski, S.; Poulton, A. J.; Queguiner, B.; Schiebel, R.; Shipe, R.; Stefels, J.; van Leeuwe, M. A.; Varela, M.; Widdicombe, C.; Yallop, M.",1866-3508,1866-3516,NA,NA,WOS:000209415300014
261,1197,original source,HELCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1198,original source,Hasle and Syvertsen 1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1199,original source,Hakansson 2002,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/0269249X.2002.9705534,NA,NA,NA,NA,NA,NA
261,1200,original source,Reimann et al. 1963,NA,NA,NA,NA,NA,NA,NA,NA,10.2216/i0031-8884-3-2-75.1,NA,NA,NA,NA,NA,NA
261,1201,original source,Sarno et al. 2005,"Sarno, D; Kooistra, WHCF; Medlin, LK; Percopo, I; Zingone, A",Diversity in the genus Skeletonema (Bacillariophyceae).: II.: An assessment of the taxonomy of S-costatum-like species with the description of four new species,JOURNAL OF PHYCOLOGY,2005,41,1,151,176,10.1111/j.1529-8817.2005.04067.x,"Sarno, D; Kooistra, WHCF; Medlin, LK; Percopo, I; Zingone, A",0022-3646,1529-8817,NA,NA,WOS:000226791300016
261,1202,original source,Theriot and Stoermer 1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1203,original source,Hasle and Lange 1989,"HASLE, GR; LANGE, CB",FRESH-WATER AND BRACKISH WATER THALASSIOSIRA BACILLARIOPHYCEAE - TAXA WITH TANGENTIALLY UNDULATED VALVES,PHYCOLOGIA,1989,28,1,120,135,10.2216/i0031-8884-28-1-120.1,"HASLE, GR; LANGE, CB",0031-8884,2330-2968,NA,NA,WOS:A1989T768900011
261,1204,original source,Semina and Fryxell 1994,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/0269249X.1994.9705315,NA,NA,NA,NA,NA,NA
279,1205,original source,Zlotnik & Dubinsky (1989),"ZLOTNIK, I; DUBINSKY, Z",THE EFFECT OF LIGHT AND TEMPERATURE ON DOC EXCRETION BY PHYTOPLANKTON,LIMNOLOGY AND OCEANOGRAPHY,1989,34,5,831,839,10.4319/lo.1989.34.5.0831,"ZLOTNIK, I; DUBINSKY, Z",0024-3590,1939-5590,NA,NA,WOS:A1989AQ42100004
279,1206,original source,Ignatiades & Fogg (1973),"IGNATIADES, L; FOGG, GE",STUDIES ON FACTORS AFFECTING RELEASE OF ORGANIC-MATTER BY SKELETONEMA-COSTATUM (GREVILLE) CLEVE IN CULTURE,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,1973,53,4,937,956,10.1017/S0025315400022591,"IGNATIADES, L; FOGG, GE",0025-3154,1469-7769,NA,NA,WOS:A1973R406400016
279,1207,original source,Verity (1981),"VERITY, PG","EFFECTS OF TEMPERATURE, IRRADIANCE, AND DAYLENGTH ON THE MARINE DIATOM LEPTOCYLINDRUS-DANICUS CLEVE .2. EXCRETION",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1981,55,2-3,159,169,10.1016/0022-0981(81)90109-X,"VERITY, PG",0022-0981,1879-1697,NA,NA,WOS:A1981MQ07500004
279,1208,original source,Nalewajko (1966),NA,NA,NA,NA,NA,NA,NA,NA,10.4319/lo.1966.11.1.0001,NA,NA,NA,NA,NA,NA
279,1209,original source,Saks (1982),"SAKS, NM",PRIMARY PRODUCTION AND RELEASE OF ASSIMILATED CARBON BY CHLAMYDOMONAS-PROVASOLII IN CULTURE,MARINE BIOLOGY,1982,70,2,205,208,10.1007/BF00397686,"SAKS, NM",0025-3162,1432-1793,NA,NA,WOS:A1982PM12000012
279,1210,original source,Myklestad et al.. (1989),"MYKLESTAD, S; HOLMHANSEN, O; VARUM, KM; VOLCANI, BE",RATE OF RELEASE OF EXTRACELLULAR AMINO-ACIDS AND CARBOHYDRATES FROM THE MARINE DIATOM CHAETOCEROS-AFFINIS,JOURNAL OF PLANKTON RESEARCH,1989,11,4,763,773,10.1093/plankt/11.4.763,"MYKLESTAD, S; HOLMHANSEN, O; VARUM, KM; VOLCANI, BE",0142-7873,1464-3774,NA,NA,WOS:A1989AD91900009
279,1211,original source,Sharp (1977),"SHARP, JH",EXCRETION OF ORGANIC-MATTER BY MARINE-PHYTOPLANKTON - HEALTHY CELLS DO IT,LIMNOLOGY AND OCEANOGRAPHY,1977,22,3,381,399,10.4319/lo.1977.22.3.0381,"SHARP, JH",0024-3590,1939-5590,NA,NA,WOS:A1977DH78500001
286,1212,original source,"(Cieplinski et al., 2018)","Cieplinski, A; Weisse, T; Obertegger, U","High diversity in Keratella cochlearis (Rotifera, Monogononta): morphological and genetic evidence",HYDROBIOLOGIA,2017,796,1,145,159,10.1007/s10750-016-2781-z,"Cieplinski, Adam; Weisse, Thomas; Obertegger, Ulrike",0018-8158,1573-5117,NA,NA,WOS:000403357600012
286,1213,original source,"(Gosse, 1851)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,1214,original source,"(Roche, 1993)","Roche, KF","Temporal variation in the morphology of the rotifer Keratella quadrata (Muller, 1786)",ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,1993,29,2,119,127,10.1051/limn/1993011,"Roche, K. F.",0003-4088,NA,NA,NA,WOS:000208073800001
286,1215,original source,"(Skorikov, 1986)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1221,original source,"Gomes E A T, Godinho M J L. Structure of the protozooplankton community in a tropical shallow and eutrophic lake in Brazil[J]. Acta Oecologica, 2003, 24: S153-S161.","Gomes, EAT; Godinho, MJL",Structure of the protozooplankton community in a tropical shallow and eutrophic lake in Brazil,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2003,24,NA,S153,S161,10.1016/S1146-609X(03)00039-0,"Gomes, EAT; Godinho, MJL",1146-609X,NA,NA,NA,WOS:000183900400018
