paper.code,source.code,list.name,in.text.citation,authors,title,publication,year,volume,issue,start.page.no,end.page.no,doi,authors.full.name,ISSN,eISSN,ISBN,book.doi,wos.uid
199,199,primary data,NA,"SMITH, REH; KALFF, J",COMPETITION FOR PHOSPHORUS AMONG CO-OCCURRING FRESH-WATER PHYTOPLANKTON,LIMNOLOGY AND OCEANOGRAPHY,1983,28,3,448,464,10.4319/lo.1983.28.3.0448,"SMITH, REH; KALFF, J",0024-3590,1939-5590,NA,NA,WOS:A1983QT11200004
202,202,secondary data,NA,"Weisse, T","Physiological mortality of planktonic ciliates: Estimates, causes, and consequences",LIMNOLOGY AND OCEANOGRAPHY,2024,69,3,524,532,10.1002/lno.12503,"Weisse, Thomas",0024-3590,1939-5590,NA,NA,WOS:001138444300001
203,203,secondary data,NA,"Denys, L; De Smet, WH","Diversity, Composition and Environmental Relations of Periphytic Rotifer Assemblages in Lentic Freshwater Bodies (Flanders, Lower Belgium)",DIVERSITY-BASEL,2023,15,12,NA,NA,10.3390/d15121214,"Denys, Luc; De Smet, Willem H.",NA,1424-2818,NA,NA,WOS:001135967300001
205,205,secondary data,NA,"Bautista-Regil, J; Sánchez, AJ; Salcedo, MA; Arredondo-Vega, BO; Ruiz-Carrera, V",Lipid Prospection Based on the Cellular Size of Phytoplankton Communities from Tropical Freshwater Ecosystems: A Systematic Literature Review,WATER,2023,15,21,NA,NA,10.3390/w15213774,"Bautista-Regil, Jesus; Sanchez, Alberto J.; Salcedo, Miguel Angel; Arredondo-Vega, Bertha Olivia; Ruiz-Carrera, Violeta",NA,2073-4441,NA,NA,WOS:001100321400001
206,206,secondary data,NA,"Santangeli, A; Weigel, B; Anto, LH; Kaarlejärvi, E; Hällfors, M; Lehikoinen, A; Lindén, A; Salemaa, M; Tonteri, T; Merilä, P; Vuorio, K; Ovaskainen, O; Vanhatalo, J; Roslin, T; Saastamoinen, M",Mixed effects of a national protected area network on terrestrial and freshwater biodiversity,NATURE COMMUNICATIONS,2023,14,1,NA,NA,10.1038/s41467-023-41073-4,"Santangeli, Andrea; Weigel, Benjamin; Anto, Laura H.; Kaarlejaervi, Elina; Haellfors, Maria; Lehikoinen, Aleksi; Linden, Andreas; Salemaa, Maija; Tonteri, Tiina; Merilae, Paeivi; Vuorio, Kristiina; Ovaskainen, Otso; Vanhatalo, Jarno; Roslin, Tomas; Saastamoinen, Marjo",NA,2041-1723,NA,NA,WOS:001087583700003
207,207,secondary data,NA,"Tóth, F; Zsuga, K; Kerepeczki, E; Kovács, B; Magura, T; Körmöczi, L; Lövei, GL",Discordant spatiotemporal dynamics of functional and phylogenetic diversity of rotiferan communities exposed to aquaculture effluent,ECOLOGY AND EVOLUTION,2023,13,9,NA,NA,10.1002/ece3.10503,"Toth, Florian; Zsuga, Katalin; Kerepeczki, Eva; Kovacs, Balazs; Magura, Tibor; Kormoczi, Laszlo; Lovei, Gabor L.",2045-7758,NA,NA,NA,WOS:001062403200001
208,208,primary data,NA,"Zhu, YM; Qi, QS; Lu, XX; Fan, YW; Liu, Y; Tan, X",Local environmental variables outperform spatial and land use pattern in the maintenance and assembly of phytoplankton communities in the wetland cluster,JOURNAL OF CLEANER PRODUCTION,2023,419,NA,NA,NA,10.1016/j.jclepro.2023.138275,"Zhu, Yimin; Qi, Qingsong; Lu, Xinxin; Fan, Yawen; Liu, Yan; Tan, Xiang",0959-6526,1879-1786,NA,NA,WOS:001052143700001
211,211,secondary data,NA,"Weigel, B; Kotamäki, N; Malve, O; Vuorio, K; Ovaskainen, O",Macrosystem community change in lake phytoplankton and its implications for diversity and function,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2023,32,2,295,309,10.1111/geb.13626,"Weigel, Benjamin; Kotamaki, Niina; Malve, Olli; Vuorio, Kristiina; Ovaskainen, Otso",1466-822X,1466-8238,NA,NA,WOS:000901793600001
216,216,secondary data,NA,"Ben Othman, H; Pick, FR; Hlaili, AS; Leboulanger, C",Effects of polycyclic aromatic hydrocarbons on marine and freshwater microalgae - A review,JOURNAL OF HAZARDOUS MATERIALS,2023,441,NA,NA,NA,10.1016/j.jhazmat.2022.129869,"Ben Othman, Hiba; Pick, Frances R.; Hlaili, Asma Sakka; Leboulanger, Christophe",0304-3894,1873-3336,NA,NA,WOS:000863056300003
217,217,secondary data,NA,"Gu, YB; Liu, ZH; Li, JS; Meng, DL; Yuan, HJ; Zhang, M; Zhang, HT; Yin, HQ; Cong, J; Xiao, NW","Body size as key trait determining aquatic metacommunity assemblies in benthonic and planktonic habitats of Dongting Lake, China",ECOLOGICAL INDICATORS,2022,143,NA,NA,NA,10.1016/j.ecolind.2022.109355,"Gu, Yabing; Liu, Zhenghua; Li, Junsheng; Meng, Delong; Yuan, Haijun; Zhang, Min; Zhang, Hetian; Yin, Huaqun; Cong, Jing; Xiao, Nengwen",1470-160X,1872-7034,NA,NA,WOS:000862836700002
218,218,secondary data,NA,"Paquette, C; Griffiths, K; Gregory-Eaves, I; Beisner, BE",Zooplankton assemblage structure and diversity since pre-industrial times in relation to land use,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2022,31,11,2337,2352,10.1111/geb.13575,"Paquette, Cindy; Griffiths, Katherine; Gregory-Eaves, Irene; Beisner, Beatrix E.",1466-822X,1466-8238,NA,NA,WOS:000837751100001
219,219,"primary data, secondary data",NA,"Lu, XT; Weisse, T",Top-down control of planktonic ciliates by microcrustacean predators is stronger in lakes than in the ocean,SCIENTIFIC REPORTS,2022,12,1,NA,NA,10.1038/s41598-022-14301-y,"Lu, Xiaoteng; Weisse, Thomas",2045-2322,NA,NA,NA,WOS:000814836700080
221,221,primary data,NA,"Krzton, W; Kosiba, J; Wilk-Wozniak, E",Features that matter: studying how phytoplankton drives zooplankton community functional traits,HYDROBIOLOGIA,2022,849,12,2647,2662,10.1007/s10750-022-04863-3,"Krzton, Wojciech; Kosiba, Joanna; Wilk-Wozniak, Elzbieta",0018-8158,1573-5117,NA,NA,WOS:000799515200001
228,228,secondary data,NA,"Vagnon, C; Cattanéo, F; Goulon, C; Grimardias, D; Guillard, J; Frossard, V",An allometric niche model for species interactions in temperate freshwater ecosystems,ECOSPHERE,2021,12,3,NA,NA,10.1002/ecs2.3420,"Vagnon, Chloe; Cattaneo, Franck; Goulon, Chloe; Grimardias, David; Guillard, Jean; Frossard, Victor",2150-8925,NA,NA,NA,WOS:000636318200013
229,229,primary data,NA,"Borics, G; Lerf, V; T-Krasznai, E; Stankovic, I; Pickó, L; Béres, V; Várbíró, G","Biovolume and surface area calculations for microalgae, using realistic 3D models",SCIENCE OF THE TOTAL ENVIRONMENT,2021,773,NA,NA,NA,10.1016/j.scitotenv.2021.145538,"Borics, Gabor; Lerf, Verona; T-Krasznai, Eniko; Stankovic, Igor; Picko, Levente; Beres, Viktoria; Varbiro, Gabor",0048-9697,1879-1026,NA,NA,WOS:000635207100074
230,230,primary data,NA,"Loewen, CJG; Vinebrooke, RD; Zurawell, RW",Quantifying seasonal succession of phytoplankton trait-environment associations in human-altered landscapes,LIMNOLOGY AND OCEANOGRAPHY,2021,66,4,1409,1423,10.1002/lno.11694,"Loewen, Charlie J. G.; Vinebrooke, Rolf D.; Zurawell, Ron W.",0024-3590,1939-5590,NA,NA,WOS:000606839900001
231,231,primary data,NA,"Gutierrez, MF; Simoes, NR; Frau, D; Saigo, M; Licursi, M",Responses of stream zooplankton diversity metrics to eutrophication and temporal environmental variability in agricultural catchments,ENVIRONMENTAL MONITORING AND ASSESSMENT,2020,192,12,NA,NA,10.1007/s10661-020-08766-5,"Florencia Gutierrez, Maria; Simoes, Nadson R.; Frau, Diego; Saigo, Miguel; Licursi, Magdalena",0167-6369,1573-2959,NA,NA,WOS:000595751100003
233,233,secondary data,NA,"Braghin, LDM; Dias, JD; Simoes, NR; Bonecker, CC","Food availability, depth, and turbidity drive zooplankton functional diversity over time in a Neotropical floodplain",AQUATIC SCIENCES,2020,83,1,NA,NA,10.1007/s00027-020-00763-7,"Magalhaes Braghin, Louizi de Souza; Dias, Juliana Deo; Simoes, Nadson Ressye; Bonecker, Claudia Costa",1015-1621,1420-9055,NA,NA,WOS:000590055500002
238,238,primary data,NA,"Alcantara, I; Piccini, CB; Segura, AM; Deus, S; González, C; de la Escalera, GM; Kruk, C",Improved biovolume estimation of Microcystis aeruginosa colonies: A statistical approach,JOURNAL OF MICROBIOLOGICAL METHODS,2018,151,NA,20,27,10.1016/j.mimet.2018.05.021,"Alcantara, I; Piccini, C. B.; Segura, A. M.; Deus, S.; Gonzalez, C.; de la Escalera, Martinez G.; Kruk, C.",0167-7012,1872-8359,NA,NA,WOS:000440119500004
240,240,secondary data,NA,"Bestová, H; Munoz, F; Svoboda, P; Skaloud, P; Violle, C",Ecological and biogeographical drivers of freshwater green algae biodiversity: from local communities to large-scale species pools of desmids,OECOLOGIA,2018,186,4,1017,1030,10.1007/s00442-018-4074-x,"Bestova, Helena; Munoz, Francois; Svoboda, Pavel; Skaloud, Pavel; Violle, Cyrille",0029-8549,1432-1939,NA,NA,WOS:000427875700012
246,246,secondary data,NA,"Lokko, K; Virro, T; Kotta, J",Seasonal variability in the structure and functional diversity of psammic rotifer communities: role of environmental parameters,HYDROBIOLOGIA,2017,796,1,287,307,10.1007/s10750-016-2923-3,"Lokko, Kulli; Virro, Taavi; Kotta, Jonne",0018-8158,1573-5117,NA,NA,WOS:000403357600024
251,251,secondary data,NA,"Horne, CR; Hirst, AG; Atkinson, D; Neves, A; Kiorboe, T",A global synthesis of seasonal temperature-size responses in copepods,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2016,25,8,988,999,10.1111/geb.12460,"Horne, Curtis R.; Hirst, Andrew G.; Atkinson, David; Neves, Aitana; Kiorboe, Thomas",1466-822X,1466-8238,NA,NA,WOS:000383517000006
253,253,secondary data,NA,"Kalinoski, RM; DeLong, JP",Beyond body mass: how prey traits improve predictions of functional response parameters,OECOLOGIA,2016,180,2,543,550,10.1007/s00442-015-3487-z,"Kalinoski, Ryan M.; DeLong, John P.",0029-8549,1432-1939,NA,NA,WOS:000368829300022
260,260,secondary data,NA,"Kistenich, S; Dressler, M; Zimmermann, J; Hübener, T; Bastrop, R; Jahn, R",An investigation into the morphology and genetics of Cyclotella comensis and closely related taxa,DIATOM RESEARCH,2014,29,4,423,440,10.1080/0269249X.2014.922125,"Kistenich, Sonja; Dressler, Mirko; Zimmermann, Jonas; Huebener, Thomas; Bastrop, Ralf; Jahn, Regine",0269-249X,2159-8347,NA,NA,WOS:000340134900009
261,261,secondary data,NA,"Nakov, T; Theriot, EC; Alverson, AJ",Using phylogeny to model cell size evolution in marine and freshwater diatoms,LIMNOLOGY AND OCEANOGRAPHY,2014,59,1,79,86,10.4319/lo.2014.59.1.0079,"Nakov, Teofil; Theriot, Edward C.; Alverson, Andrew J.",0024-3590,1939-5590,NA,NA,WOS:000339901800007
263,263,secondary data,NA,"Sastri, AR; Juneau, P; Beisner, BE",Evaluation of chitobiase-based estimates of biomass and production rates for developing freshwater crustacean zooplankton communities,JOURNAL OF PLANKTON RESEARCH,2013,35,2,407,420,10.1093/plankt/fbs104,"Sastri, Akash R.; Juneau, Philippe; Beisner, Beatrix E.",0142-7873,1464-3774,NA,NA,WOS:000316129700014
268,268,secondary data,NA,"Schwaderer, AS; Yoshiyama, K; Pinto, PT; Swenson, NG; Klausmeier, CA; Litchman, E",Eco-evolutionary differences in light utilization traits and distributions of freshwater phytoplankton,LIMNOLOGY AND OCEANOGRAPHY,2011,56,2,589,598,10.4319/lo.2011.56.2.0589,"Schwaderer, Anne S.; Yoshiyama, Kohei; de Tezanos Pinto, Paula; Swenson, Nathan G.; Klausmeier, Christopher A.; Litchman, Elena",0024-3590,1939-5590,NA,NA,WOS:000290677800015
269,269,secondary data,NA,"Bruggeman, J",A PHYLOGENETIC APPROACH TO THE ESTIMATION OF PHYTOPLANKTON TRAITS,JOURNAL OF PHYCOLOGY,2011,47,1,52,65,10.1111/j.1529-8817.2010.00946.x,"Bruggeman, Jorn",0022-3646,1529-8817,NA,NA,WOS:000287492700007
271,271,"primary data, secondary data",NA,"Barnett, AJ; Finlay, K; Beisner, BE",Functional diversity of crustacean zooplankton communities: towards a trait-based classification,FRESHWATER BIOLOGY,2007,52,5,796,813,10.1111/j.1365-2427.2007.01733.x,"Barnett, Allain J.; Finlay, Kerri; Beisner, Beatrix E.",0046-5070,1365-2427,NA,NA,WOS:000245987200003
279,279,secondary data,NA,"MalinskyRushansky, NZ; Legrand, C",Excretion of dissolved organic carbon by phytoplankton of different sizes and subsequent bacterial uptake,MARINE ECOLOGY PROGRESS SERIES,1996,132,1-3,249,255,10.3354/meps132249,"MalinskyRushansky, NZ; Legrand, C",0171-8630,NA,NA,NA,WOS:A1996UD22300023
281,281,secondary data,NA,"KOIVISTO, S",IS DAPHNIA-MAGNA AN ECOLOGICALLY REPRESENTATIVE ZOOPLANKTON SPECIES IN TOXICITY TESTS,ENVIRONMENTAL POLLUTION,1995,90,2,263,267,10.1016/0269-7491(95)00029-Q,"KOIVISTO, S",0269-7491,NA,NA,NA,WOS:A1995RP93200016
283,283,secondary data,NA,"CHOWFRASER, P; SPRULES, WG","TYPE-3 FUNCTIONAL-RESPONSE IN LIMNETIC SUSPENSION-FEEDERS, AS DEMONSTRATED BY INSITU GRAZING RATES",HYDROBIOLOGIA,1992,232,3,175,191,10.1007/BF00013703,"CHOWFRASER, P; SPRULES, WG",0018-8158,NA,NA,NA,WOS:A1992JA10200001
284,284,secondary data,NA,"HART, RC","COPEPOD POSTEMBRYONIC DURATIONS - PATTERN, CONFORMITY, AND PREDICTABILITY - THE REALITIES OF ISOCHRONAL AND EQUIPROPORTIONAL DEVELOPMENT, AND TRENDS IN THE COPEPODID-NAUPLIAR DURATION RATIO",HYDROBIOLOGIA,1990,206,3,175,206,10.1007/BF00014085,"HART, RC",0018-8158,NA,NA,NA,WOS:A1990EW45600001
286,286,"primary data, secondary data",NA,"Huynh, TH; Horváth, Z; Pálffy, K; Kardos, V; Szabó, B; Dobosy, P; Vad, CF",Heatwave-induced functional shifts in zooplankton communities result in weaker top-down control on phytoplankton,ECOLOGY AND EVOLUTION,2024,14,8,NA,NA,10.1002/ece3.70096,"Huynh, Thu-Hong; Horvath, Zsofia; Palffy, Karoly; Kardos, Vivien; Szabo, Beata; Dobosy, Peter; Vad, Csaba F.",2045-7758,NA,NA,NA,WOS:001283878300001
288,288,primary data,NA,"Diel, P; Kiene, M; Laforsch, C",Variation in defensive spines across juvenile instars of Daphnia magna,JOURNAL OF PLANKTON RESEARCH,2024,46,4,452,458,10.1093/plankt/fbae033,"Diel, Patricia; Kiene, Marvin; Laforsch, Christian",0142-7873,1464-3774,NA,NA,WOS:001270283100001
289,289,primary data,NA,"Gurung, A; Mukherjee, S; Declercq, M; Souffreau, C; De Meester, L",Strain-dependent and host genotype-dependent priority effects in gut microbiome assembly affect host fitness in Daphnia,LIMNOLOGY AND OCEANOGRAPHY,2024,NA,NA,NA,NA,10.1002/lno.12614,"Gurung, Aditi; Mukherjee, Shinjini; Declercq, Maj; Souffreau, Caroline; De Meester, Luc",0024-3590,1939-5590,NA,NA,WOS:001265118000001
294,294,primary data,NA,"Kiene, M; Schott, M; Martin-Creuzburg, D; Laforsch, C",Food quantity and quality modulates inducible defenses in a common predator-prey system,LIMNOLOGY AND OCEANOGRAPHY,2024,69,7,1535,1546,10.1002/lno.12595,"Kiene, Marvin; Schott, Matthias; Martin-Creuzburg, Dominik; Laforsch, Christian",0024-3590,1939-5590,NA,NA,WOS:001253985400001
308,308,secondary data,NA,"Ikeda, T",Synthesis towards a global-bathymetric model of metabolism and chemical composition of mysid crustaceans,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,445,NA,79,87,10.1016/j.jembe.2013.04.001,"Ikeda, Tsutomu",0022-0981,1879-1697,NA,NA,WOS:000320895500010
313,313,primary data,NA,"CARPENTER, A","POPULATION BIOLOGY OF THE FRESH-WATER SHRIMP PARATYA-CURVIROSTRIS (HELLER, 1862) (DECAPODA, ATYIDAE)",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,1983,17,2,147,158,10.1080/00288330.1983.9515992,"CARPENTER, A",0028-8330,1175-8805,NA,NA,WOS:A1983QZ78000003
314,314,primary data,NA,"HALLEGRAEFF, GM",COMPARISON OF DIFFERENT METHODS USED FOR QUANTITATIVE-EVALUATION OF BIOMASS OF FRESHWATER PHYTOPLANKTON,HYDROBIOLOGIA,1977,55,2,145,165,10.1007/BF00021056,"HALLEGRAEFF, GM",0018-8158,1573-5117,NA,NA,WOS:A1977DU02000006
315,315,primary data,NA,"Tian, W; Zhang, HY; Wang, ZY; Tian, YL; Huang, TS","Analysis on the stability of plankton in a food web with empirical organism body mass distribution (Oct, 10.1007/s11356-022-23696-0, 2022)",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,30,8,21344,21344,10.1007/s11356-022-23696-0,"Tian, Wang; Zhang, Huayong; Wang, Zhongyu; Tian, Yonglan; Huang, Tousheng",0944-1344,1614-7499,NA,NA,WOS:000878976100001
205,316,original source,"Robinson et al., 2018","Robinson, A; Bouman, HA; Tilstone, GH; Sathyendranath, S",Size Class Dependent Relationships between Temperature and Phytoplankton Photosynthesis-Irradiance Parameters in the Atlantic Ocean,FRONTIERS IN MARINE SCIENCE,2018,4,NA,NA,NA,10.3389/fmars.2017.00435,"Robinson, Alex; Bouman, Heather A.; Tilstone, Gavin H.; Sathyendranath, Shubha",NA,2296-7745,NA,NA,WOS:000456914900001
205,317,original source,"Xiao et al., 2018","Xiao, M; Li, M; Reynolds, CS",Colony formation in the cyanobacterium Microcystis,BIOLOGICAL REVIEWS,2018,93,3,1399,1420,10.1111/brv.12401,"Xiao, Man; Li, Ming; Reynolds, Colin S.",1464-7931,1469-185X,NA,NA,WOS:000438196200005
205,318,original source,"Liu et al., 2020","Liu, CQ; Shi, XL; Wu, F; Ren, MD; Gao, G; Wu, QL",Genome analyses provide insights into the evolution and adaptation of the eukaryotic PicophytoplanktonMychonastes homosphaera,BMC GENOMICS,2020,21,1,NA,NA,10.1186/s12864-020-06891-6,"Liu, Changqing; Shi, Xiaoli; Wu, Fan; Ren, Mingdong; Gao, Guang; Wu, Qinglong",1471-2164,NA,NA,NA,WOS:000552043200002
205,319,original source,"MARAŞLIOĞLU et al ., 2022","Maraslioglu, F; Öterler, B; Sevindik, TO; Soylu, EN; Demir, N; Çelekli, A; Sömek, H; Coskun, T; Solak, CN; Çetin, T; Karaaslan, Y; Temizel, B; Koca, M; Güzel, U; Tunca, H; Manavoglu, DC; Yilmaz, E","New Records for The Turkish Freshwater Algal Flora in Twenty-five River Basins of Turkey, Part II: Chlorophyta, Cyanobacteria, Euglenozoa",TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2022,22,8,NA,NA,10.4194/TRJFAS19319,"Maraslioglu, Faruk; Oterler, Burak; Sevindik, Tugba Ongun; Soylu, Elif Neyran; Demir, Nilsun; Celekli, Abuzer; Somek, Hasim; Coskun, Tolga; Solak, Cuneyt Nadir; Cetin, Tolga; Karaaslan, Yakup; Temizel, Bengu; Koca, Merve; Guzel, Ugur; Tunca, Hatice; Manavoglu, Dogan Can; Yilmaz, Elif",1303-2712,2149-181X,NA,NA,WOS:000758513000001
205,320,original source,"Komárek and Anagnostidis, 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,321,original source,"Kim, 2013",NA,NA,NA,NA,NA,NA,NA,NA,10.5141/ecoenv.2013.421,NA,NA,NA,NA,NA,NA
205,322,original source,"Škaloud et al., 2014","Skaloud, P; Skaloudová, M; Procházková, A; Nemcová, Y","Morphological delineation and distribution patterns of four newly described species within the Synura petersenii species complex (Chrysophyceae, Stramenopiles)",EUROPEAN JOURNAL OF PHYCOLOGY,2014,49,2,213,229,10.1080/09670262.2014.905710,"Skaloud, Pavel; Skaloudova, Magda; Prochazkova, Anna; Nemcova, Yvonne",0967-0262,1469-4433,NA,NA,WOS:000337533700002
205,323,original source,"Lin et al., 2001","Lin, S; Gobler, CJ; Carpenter, EJ","Cytological and biochemical responses of Dunaliella tertiolecta (Volvocales, Chlorophyta) to iron stress",PHYCOLOGIA,2001,40,5,403,410,10.2216/i0031-8884-40-5-403.1,"Lin, S; Gobler, CJ; Carpenter, EJ",0031-8884,NA,NA,NA,WOS:000172799200003
205,324,original source,"Shiraishi, 2016","Shiraishi, H",Cryopreservation of the edible alkalophilic cyanobacterium Arthrospira platensis,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,2016,80,10,2051,2057,10.1080/09168451.2016.1189320,"Shiraishi, Hideaki",0916-8451,1347-6947,NA,NA,WOS:000383046300029
205,325,original source,"Lizzul et al., 2018","Lizzul, AM; Lekuona-Amundarain, A; Purton, S; Campos, LC","Characterization of Chlorella sorokiniana, UTEX 1230",BIOLOGY-BASEL,2018,7,2,NA,NA,10.3390/biology7020025,"Lizzul, Alessandro Marco; Lekuona-Amundarain, Aitor; Purton, Saul; Campos, Luiza Cintra",NA,2079-7737,NA,NA,WOS:000436487700004
205,326,original source,"Engel, 2015","Engel, BD; Schaffer, M; Cuellar, LK; Villa, E; Plitzko, JM; Baumeister, W",Native architecture of the Chlamydomonas chloroplast revealed by in situ cryo-electron tomography,ELIFE,2015,4,NA,NA,NA,10.7554/eLife.04889,"Engel, Benjamin D.; Schaffer, Miroslava; Cuellar, Luis Kuhn; Villa, Elizabeth; Plitzko, Juergen M.; Baumeister, Wolfgang",2050-084X,NA,NA,NA,WOS:000347917200002
205,327,original source,"Vander et al., 2017","Vander Wiel, JB; Mikulicz, JD; Boysen, MR; Hashemi, N; Kalgren, P; Nauman, LM; Baetzold, SJ; Powell, GG; He, Q; Hashemi, NN",Characterization of Chlorella vulgaris and Chlorella protothecoides using multi-pixel photon counters in a 3D focusing optofluidic system,RSC ADVANCES,2017,7,8,4402,4408,10.1039/c6ra25837a,"Vander Wiel, Jonathan B.; Mikulicz, Jonathan D.; Boysen, Michael R.; Hashemi, Niloofar; Kalgren, Patrick; Nauman, Levi M.; Baetzold, Seth J.; Powell, Gabrielle G.; He, Qing; Hashemi, Nicole Nastaran",NA,2046-2069,NA,NA,WOS:000393751300024
205,328,original source,"Moestrup et al., 2008","Moestrup, O; Hansen, G; Daugbjerg, N","Studies on woloszynskioid dinoflageflates III:: on the ultrastructure and phylogeny of Borghiella dodgei gen. et sp nov., a cold-water species from Lake Tovel, N. Italy, and on B-tenuissima comb. nov (syn. Woloszynskia tenuissima)",PHYCOLOGIA,2008,47,1,54,78,10.2216/07-32.1,"Moestrup, Ojvind; Hansen, Gert; Daugbjerg, Niels",0031-8884,2330-2968,NA,NA,WOS:000252288800007
205,329,original source,"Zielinski, 2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,330,original source,48,"Weigel, B; Kotamäki, N; Malve, O; Vuorio, K; Ovaskainen, O",Macrosystem community change in lake phytoplankton and its implications for diversity and function,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2023,32,2,295,309,10.1111/geb.13626,"Weigel, Benjamin; Kotamaki, Niina; Malve, Olli; Vuorio, Kristiina; Ovaskainen, Otso",1466-822X,1466-8238,NA,NA,WOS:000901793600001
207,331,original source,"Bancsi, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,334,original source,Finnish national phytoplankton monitoring database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,335,original source,Tachet et al. (2010),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,336,original source,Borics et al. 2021,"Borics, G; Lerf, V; T-Krasznai, E; Stankovic, I; Pickó, L; Béres, V; Várbíró, G","Biovolume and surface area calculations for microalgae, using realistic 3D models",SCIENCE OF THE TOTAL ENVIRONMENT,2021,773,NA,NA,NA,10.1016/j.scitotenv.2021.145538,"Borics, Gabor; Lerf, Verona; T-Krasznai, Eniko; Stankovic, Igor; Picko, Levente; Beres, Viktoria; Varbiro, Gabor",0048-9697,1879-1026,NA,NA,WOS:000635207100074
216,337,original source,Ben Othman et al. 2012,"Ben Othman, H; Leboulanger, C; Le Floc'h, E; Mabrouk, HH; Hlaili, AS",Toxicity of benz(a)anthracene and fluoranthene to marine phytoplankton in culture: Does cell size really matter?,JOURNAL OF HAZARDOUS MATERIALS,2012,243,NA,204,211,10.1016/j.jhazmat.2012.10.020,"Ben Othman, Hiba; Leboulanger, Christophe; Le Floc'h, Emilie; Mabrouk, Hassine Hadj; Hlaili, Asma Sakka",0304-3894,1873-3336,NA,NA,WOS:000312609000025
216,338,original source,Olenina et al. 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,339,original source,Özhan et al. 2014,"Özhan, K; Miles, SM; Gao, H; Bargu, S",Relative Phytoplankton growth responses to physically and chemically dispersed South Louisiana sweet crude oil,ENVIRONMENTAL MONITORING AND ASSESSMENT,2014,186,6,3941,3956,10.1007/s10661-014-3670-4,"Ozhan, Koray; Miles, Scott M.; Gao, Heng; Bargu, Sibel",0167-6369,1573-2959,NA,NA,WOS:000335156600048
216,340,original source,Machado and Soares 2021,"Machado, MD; Soares, EV",Toxicological effects induced by the biocide triclosan on Pseudokirchneriella subcapitata,AQUATIC TOXICOLOGY,2021,230,NA,NA,NA,10.1016/j.aquatox.2020.105706,"Machado, Manuela D.; Soares, Eduardo, V",0166-445X,1879-1514,NA,NA,WOS:000600837200019
216,341,original source,Iummato et al. 2019,"Iummato, MM; Fassiano, A; Graziano, M; Afonso, MD; de Molina, MDR; Juárez, AB","Effect of glyphosate on the growth, morphology, ultrastructure and metabolism of Scenedesmus vacuolatus",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,2019,172,NA,471,479,10.1016/j.ecoenv.2019.01.083,"Mercedes Iummato, Maria; Fassiano, Anabella; Graziano, Martin; Afonso, Maria dos Santos; Rios de Molina, Maria del Carmen; Beatriz Juarez, Angela",0147-6513,1090-2414,NA,NA,WOS:000460196000061
216,342,original source,Urbani et al. 2005,"Urbani, R; Magaletti, E; Sist, P; Cicero, AM","Extracellular carbohydrates released by the marine diatoms Cylindrotheca closterium, Thalassiosira pseudonana and Skeletonema costatum:: Effect of P-depletion and growth status",SCIENCE OF THE TOTAL ENVIRONMENT,2005,353,1-3,300,306,10.1016/j.scitotenv.2005.09.026,"Urbani, R; Magaletti, E; Sist, P; Cicero, AM",0048-9697,NA,NA,NA,WOS:000234421900025
216,343,original source,Prasetyia et al. 2016,"Prasetiya, FS; Safitri, I; Widowati, I; Cognie, B; Decottignies, P; Gastineau, R; Morançais, M; Windarto, E; Tremblay, R; Mouget, JL",Does allelopathy affect co-culturing Haslea ostrearia with other microalgae relevant to aquaculture?,JOURNAL OF APPLIED PHYCOLOGY,2016,28,4,2241,2254,10.1007/s10811-015-0779-y,"Prasetiya, Fiddy S.; Safitri, Ikha; Widowati, Ita; Cognie, Bruno; Decottignies, Priscilla; Gastineau, Romain; Morancais, Michele; Windarto, Eko; Tremblay, Rejean; Mouget, Jean-Luc",0921-8971,1573-5176,NA,NA,WOS:000383571300013
216,344,original source,Echeveste et al. 2010a,"Echeveste, P; Agustí, S; Dachs, J",Cell size dependent toxicity thresholds of polycyclic aromatic hydrocarbons to natural and cultured phytoplankton populations,ENVIRONMENTAL POLLUTION,2010,158,1,299,307,10.1016/j.envpol.2009.07.006,"Echeveste, Pedro; Agusti, Susana; Dachs, Jordi",0269-7491,NA,NA,NA,WOS:000273245000040
