resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Gyrosigma nodiferum,NA,NA,Gyrosigma nodiferum,Gyrosigma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815662,tol
Staurastrum,NA,NA,NA,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,439260,tol
Codosiga botrytis,NA,NA,Codosiga botrytis,Sphaeroeca,Codonosigidae,Choanoflagellida,NA,NA,NA,species,34294,tol
Cryptomonas rostratiformis,NA,NA,Cryptomonas rostratiformis,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,731426,tol
Lagerheimia ciliata,NA,NA,Lagerheimia ciliata,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151821,tol
Korshikoviella gracilipes,NA,NA,Korshikoviella michailovskoensis,Korshikoviella,NA,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152362,tol
Coenocystis planctonica hercynica,NA,NA,Coenocystis planctonica,Coenocystis,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151735,tol
Nitzschia vermicularis,NA,NA,Nitzschia vermicularis,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813554,tol
Navicula placentula,NA,NA,Navicula placentula,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814691,tol
Peridinium umbonatum,NA,NA,Parvodinium umbonatum,Peridinium,NA,Peridiniales,Dinophyceae,NA,NA,species,814978,tol
Fragilaria berolinensis,NA,NA,Belonastrum berolinensis,Belonastrum,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,7551569,tol
Cymbella helvetica curta,NA,NA,Cymbella helvetica,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,389707,tol
Microspora abbreviata,NA,NA,Microspora abbreviata,Microspora,Microsporaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4003578,tol
Centritractus belenophorus,NA,NA,Centritractus belonophorus,Centritractus,NA,Mischococcales,Xanthophyceae,NA,NA,species,4027247,tol
Navicula radiosa,NA,NA,Navicula radiosa,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,153482,tol
Euglena acus,NA,NA,Lepocinclis acus,Lepocinclis,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,467990,tol
Cymbella,NA,NA,NA,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,501372,tol
Neidium iridis,NA,NA,Neidium iridis,Neidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,8029813,tol
Trochiscia,NA,NA,NA,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,genus,889741,tol
Neidium affine,NA,NA,Neidium affine,Neidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,593705,tol
Cosmarium subprotumidum gregorii,NA,NA,Cosmarium subprotumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,470354,tol
Staurastrum pseudotetracerum,NA,NA,Staurastrum pseudotetracerum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,487106,tol
Cosmarium subgranatum,NA,NA,Cosmarium subgranatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,981220,tol
Pinnularia biceps,NA,NA,Pinnularia biceps,Pinnularia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,260765,tol
Epithemia adnata,NA,NA,Cymbella zebra,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,373556,tol
Peridinium goslaviense,NA,NA,Parvodinium goslaviense,Peridinium,NA,Peridiniales,Dinophyceae,NA,NA,species,6384144,tol
Trachelomonas crebea,NA,NA,Trachelomonas crebea,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831862,tol
Ulothrix tenuissima,NA,NA,Ulothrix tenuissima,Ulothrix,Ulotrichaceae,Ulotrichales,Ulvophyceae,Chlorophyta,Archaeplastida,species,5153485,tol
Aulacoseira islandica helvetica,NA,NA,Aulacoseira islandica,Aulacoseira,NA,NA,NA,Bacillariophyta,NA,species,502013,tol
Cosmarium undulatum minutum,NA,NA,Cosmarium undulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,791982,tol
Cyclotella rossii,NA,NA,Cyclotella rossii,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811764,tol
Phacus monilatus,NA,NA,Phacus moniliata,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,2832262,tol
Diatoma vulgaris,NA,NA,Diatoma vulgaris,Diatoma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,27868,tol
Mallomonas acaroides,NA,NA,Mallomonas acaroides,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,4921634,tol
Lepocinclis ovum,NA,NA,Lepocinclis ovum,Lepocinclis,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,597929,tol
Cosmarium phaseolus,NA,NA,Cosmarium phaseolus,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,930821,tol
Staurastrum furcatum,NA,NA,Staurastrum furcatum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853722,tol
Pseudostaurastrum hastatum,NA,NA,Pseudostaurastrum hastatum,Pseudostaurastrum,NA,Eustigmatales,NA,NA,NA,species,2811411,tol
Peridinium inconspicuum contactum,NA,NA,Peridinium inconspicuum-contactum,Peridinium,NA,Peridiniales,Dinophyceae,NA,NA,species,5409162,tol
Cymbopleura lata,NA,NA,Cymbella lata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1071773,tol
Closterium gracile,NA,NA,Closterium gracile,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,797777,tol
Cryptomonas ovata,NA,NA,Cryptomonas ovata,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,249589,tol
Neidium dubium,NA,NA,Navicula dubia,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815857,tol
Cosmarium impressulum,NA,NA,Cosmarium impressulum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,847920,tol
Pinnularia viridis,NA,NA,Pinnularia viridis,Pinnularia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1098605,tol
Cosmarium subcrenulatum,NA,NA,Cosmarium subcrenulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854299,tol
Navicula lanceolata,NA,NA,Navicula lanceolata,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,303301,tol
Chlamydomonas intermedia,NA,NA,Chlamydomonas intermedia,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4004164,tol
Chlamydomonas proboscigera,NA,NA,Chlamydomonas proboscigera,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4734657,tol
Stephanodiscus hantzschii,NA,NA,Stephanodiscus hantzschii,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,422806,tol
Stephanodiscus hantzschii tenuis,NA,NA,Stephanodiscus hantzschii,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,422806,tol
Oocystis naegelii,NA,NA,Oocystis naegelii,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151864,tol
Euglena proxima,NA,NA,Euglenaformis proxima,Euglenaformis,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,663924,tol
Diploneis,NA,NA,NA,Diploneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,625564,tol
Frustulia rhomboides,NA,NA,Frustulia rhomboides,Frustulia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,714977,tol
Surirella amphioxys,NA,NA,Surirella amphioxys,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814483,tol
Cosmarium subcostatum subcostatum,NA,NA,Cosmarium subcostatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,683977,tol
Closterium pronum,NA,NA,Closterium pronum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854850,tol
Amphora,NA,NA,NA,Amphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,336418,tol
Cosmarium subprotumidum,NA,NA,Cosmarium subprotumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,470354,tol
Closterium strigosum,NA,NA,Closterium peracerosum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,64525,tol
Cocconeis placentula,NA,NA,Cocconeis placentula,Cocconeis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,148815,tol
Gymnodinium purpureum,NA,NA,Gymnodinium purpureum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,2831168,tol
Trachelomonas globularis,NA,NA,Trachelomonas globularis,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831840,tol
Rhizosolenia longiseta,NA,NA,Urosolenia longiseta,Chaetoceros,NA,NA,Mediophyceae,Bacillariophyta,NA,species,7558506,tol
Melosira varians,NA,NA,Melosira varians,Melosira,NA,NA,NA,Bacillariophyta,NA,species,28082,tol
Phacus acuminatus,NA,NA,Phacus acuminatus,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,534529,tol
Acanthoceras zachariasi,NA,NA,Acanthoceras zachariasii,Acanthoceras,Acanthocerataceae,NA,Mediophyceae,Bacillariophyta,NA,species,2812609,tol
Cosmarium tumidum,NA,NA,Cosmarium tumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,791988,tol
Fragilaria ulna,NA,NA,Ulnaria ulna,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,79384,tol
Ulnaria ulna,NA,NA,Ulnaria ulna,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,79384,tol
Cryptomonas rostrata,NA,NA,Cryptomonas rostrata,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,4014443,tol
Encyonema triangulum,NA,NA,Encyonema triangulum,Encyonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814709,tol
Pteromonas aculeata,NA,NA,Pteromonas aculeata,Pteromonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4004282,tol
Mallomonas elongata,NA,NA,Mallomonas elongata,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,590831,tol
Ochromonas verrucosa,NA,NA,Ochromonas verrucosa,Ochromonas,NA,Ochromonadales,Chrysophyceae,NA,NA,species,4922491,tol
Phacus pleuronectes pleuronectes,NA,NA,Phacus pleuronectes,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,1063271,tol
Staurodesmus,NA,NA,NA,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,580919,tol
Woloszynskia coronata,NA,NA,Tovellia coronata,Tovellia,Tovelliaceae,NA,Dinophyceae,NA,NA,species,670214,tol
Trachelomonas hispida,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,484042,tol
Cymbella cistula,NA,NA,Cymbella cistula,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,276392,tol
Gymnodinium helveticum,NA,NA,Gyrodinium helveticum,Gyrodinium,NA,NA,Dinophyceae,NA,NA,species,558243,tol
Closterium acutum latius,NA,NA,Closterium ceratium,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854803,tol
Mallomonas genevensis,NA,NA,Mallomonas connensis,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,4921637,tol
Stephanodiscus,NA,NA,NA,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,genus,422805,tol
Cyclotella glabriuscula,NA,NA,Cyclotella glabriuscula,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811747,tol
Cyclotella meneghiniana,NA,NA,Cyclotella meneghiniana,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,422808,tol
Cyclotella meduanae,NA,NA,Cyclotella meduanae,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811763,tol
Cyclotella polymorpha,NA,NA,Cyclotella polymorpha,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811712,tol
Cyclotella radiosa,NA,NA,Cyclotella radiosa,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,8030708,tol
Zygnema,NA,NA,NA,Zygnema,Zygnemataceae,Zygnematales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,341242,tol
Cosmarium depressum,NA,NA,Cosmarium depressum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,194528,tol
Cosmarium depressum planctonicum,NA,NA,Cosmarium depressum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,194528,tol
Carteria multifilis,NA,NA,Carteria multifilis,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,6000836,tol
Staurastrum avicula,NA,NA,Staurastrum avicula,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,737316,tol
Peridiniopsis penardiforme,NA,NA,Peridiniopsis penardiforme,Peridiniopsis,NA,NA,Dinophyceae,NA,NA,species,2830260,tol
Cymbella prostrata,NA,NA,Cymbella prostrata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,949634,tol
Cyclotella distinguenda,NA,NA,Cyclotella distinguenda,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,470951,tol
Spirogyra,NA,NA,NA,Spirogyra,Zygnemataceae,Zygnematales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,799381,tol
Diatoma ehrenbergii,NA,NA,Diatoma ehrenbergii,Diatoma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,6389111,tol
Staurastrum hexacerum,NA,NA,Staurastrum hexacerum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,622195,tol
Cosmarium pseudoornatum,NA,NA,Cosmarium pseudoornatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854179,tol
Closterium aciculare,NA,NA,Closterium aciculare,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,7058548,tol
Cosmarium pseudonitidulum,NA,NA,Cosmarium pseudonitidulum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,355309,tol
Peridiniopsis quadridens,NA,NA,Peridiniopsis quadridens,Peridiniopsis,NA,NA,Dinophyceae,NA,NA,species,2830258,tol
Staurodesmus patens,NA,NA,Staurodesmus patens,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854359,tol
Euglena tripteris,NA,NA,Lepocinclis tripteris,Lepocinclis,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,845942,tol
Cosmarium venustum,NA,NA,Cosmarium venustum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853957,tol
Hyalotheca dissiliens,NA,NA,Hyalotheca dissiliens,Hyalotheca,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,8175,tol
Fragilaria dilatata,NA,NA,Ulnaria capitata,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,5396419,tol
Encyonema prostratum,NA,NA,Encyonema prostratum,Encyonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814984,tol
Gymnodinium limitatum,NA,NA,Gymnodinium limitatum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,8010999,tol
Staurastrum johnsonii var. triradiatum,NA,NA,Staurastrum leptocladum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,745994,tol
Staurastrum messikommeri,NA,NA,Staurastrum messikommeri,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,7643415,tol
Gonatozygon brebissonii,NA,NA,Gonatozygon brebissonii,Gonatozygon,Gonatozygaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,689141,tol
Stephanodiscus neoastraea,NA,NA,Stephanodiscus neoastraea,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,692607,tol
Peridiniopsis cunningtonii,NA,NA,Peridiniopsis cunningtonii,Peridiniopsis,NA,NA,Dinophyceae,NA,NA,species,2830261,tol
Rhopalodia gibba,NA,NA,Rhopalodia gibba,Rhopalodia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,322245,tol
Cosmarium subcrenatum,NA,NA,Cosmarium subcrenatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,981218,tol
Dinosphaera palustris,NA,NA,Dinosphaera palustris,Dinosphaera,NA,Peridiniales,Dinophyceae,NA,NA,species,4036371,tol
Ceratium hirundinella,NA,NA,Ceratium hirundinella,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,NA,NA,species,813519,tol
Cosmarium ornatum,NA,NA,Cosmarium ornatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,930817,tol
Cyclotella kuetzingiana,NA,NA,Cyclotella kuetzingiana,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,5656117,tol
Staurastrum dejectum,NA,NA,Staurodesmus dejectus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,647406,tol
Gymnodinium excavatum,NA,NA,Gymnodinium excavatum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,2831319,tol
Pseudostaurastrum limneticum,NA,NA,Pseudostaurastrum limneticum,Pseudostaurastrum,NA,Eustigmatales,NA,NA,NA,species,948666,tol
Woloszynskia pseudopalustris,NA,NA,Woloszynskia pseudopalustris,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,183303,tol
Cymbella ehrenbergii,NA,NA,Cymbella ehrenbergii,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,7552119,tol
Closterium lanceolatum parvum,NA,NA,Closterium lanceolatum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,6135088,tol
Cosmarium granatum,NA,NA,Cosmarium granatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,791984,tol
Strombomonas,NA,NA,NA,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,genus,109807,tol
Peridiniopsis elpatiewskyi,NA,NA,Peridiniopsis elpatiewskyi,Peridiniopsis,NA,NA,Dinophyceae,NA,NA,species,2830277,tol
Euglena viridis,NA,NA,Euglena viridis,Euglena,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,347096,tol
Cosmarium protractum,NA,NA,Cosmarium protractum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,355311,tol
Glenodinium,NA,NA,NA,Glenodinium,NA,Peridiniales,Dinophyceae,NA,NA,genus,1012139,tol
Cymbella lata,NA,NA,Cymbella lata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1071773,tol
Surirella,NA,NA,NA,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,1054198,tol
Staurastrum pingue,NA,NA,Staurastrum pingue,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,8182,tol
Staurastrum cingulum,NA,NA,Staurastrum cingulum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853689,tol
Staurastrum sebaldi var. ornatum,NA,NA,Staurastrum sebaldii,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,1037299,tol
Staurastrum manfeldtii,NA,NA,Staurastrum manfeldtii,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853579,tol
Gymnodinium palustre,NA,NA,Spiniferodinium palustre,Spiniferodinium,NA,NA,Dinophyceae,NA,NA,species,145687,tol
Cosmarium punctulatum,NA,NA,Cosmarium punctulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,355307,tol
Euastrum,NA,NA,NA,Euastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,580913,tol
Euastrum subalpinum,NA,NA,Euastrum subalpinum,Euastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,623661,tol
Nitzschia tryblionella,NA,NA,Nitzschia tryblionella,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813884,tol
Cyclotella quadrijuncta,NA,NA,Cyclotella schroeteri,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811732,tol
Closterium nordstedtii,NA,NA,Closterium nordstedtii,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854814,tol
Pinnularia,NA,NA,NA,Pinnularia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,548616,tol
Nitzschia sigmoidea,NA,NA,Nitzschia sigmoidea,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,163625,tol
Staurastrum furcigerum,NA,NA,Staurastrum furcigerum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853570,tol
Peridiniopsis polonicum,NA,NA,Peridiniopsis polonicum,Scrippsiella,Thoracosphaeraceae,NA,Dinophyceae,NA,NA,species,750741,tol
Staurastrum proboscideum,NA,NA,Staurastrum proboscideum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853627,tol
Lagerheimia citriformis,NA,NA,Lagerheimia longiseta,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151807,tol
Eunotia serra tetraodon,NA,NA,Eunotia tetraodon,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,8029202,tol
Cosmarium margaritiferum regularius,NA,NA,Cosmarium margaritiferum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,930807,tol
Phacus tortus,NA,NA,Phacus tortus,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,2832304,tol
Gonyaulax apiculata,NA,NA,Gonyaulax apiculata,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,NA,NA,species,2829951,tol
Euglena rubra,NA,NA,Euglena rubra,Euglena,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,501285,tol
Closterium parvulum,NA,NA,Closterium parvulum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854800,tol
Staurastrum teliferum,NA,NA,Staurastrum teliferum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853752,tol
Navicula cuspidata,NA,NA,Craticula cuspidata,Craticula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,148817,tol
Cosmarium octhodes,NA,NA,Cosmarium octhodes,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,5410655,tol
Staurastrum sebaldii,NA,NA,Staurastrum sebaldii,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,1037299,tol
Euglena oxyuris,NA,NA,Lepocinclis oxyuris,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,150267,tol
Cosmarium pseudopyramidatum,NA,NA,Cosmarium pseudopyramidatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,694538,tol
Cymbella lanceolata,NA,NA,Brebissonia lanceolata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,475141,tol
Cosmarium brebissonii,NA,NA,Cosmarium brebissonii,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854183,tol
Cosmarium reniforme,NA,NA,Cosmarium reniforme,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,727431,tol
Gymnodinium uberrimum,NA,NA,Gymnodinium uberrimum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,5409012,tol
