tax.uid,mean.mass,accepted.taxa.name,genus,family,order,class,phylum,kingdom
tax-2406,239,Treubaria,Treubaria,Treubariaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-241,88.23553519910959,Nitzschia inconspicua,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-2411,30,Anabaena cylindrica,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2412,2337.87091479196,Anabaena aequalis,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2416,282.9099995926176,Spirulina major,Spirulina,Spirulinaceae,Spirulinales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2417,130.37589630435656,Spirulina,Spirulina,Spirulinaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-242,2794.384997967187,Monoraphidium minutum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-243,1255.6034900591046,Plagioselmis nannoplanctica,Plagioselmis,Geminigeraceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-2430,327.40499971718765,Chroococcus minor,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2432,4385.24682252003,Cylindrospermopsis,Cylindrospermopsis,Aphanizomenonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2435,523.5600000000001,Gloeocapsa rupestris,Gloeocapsa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2436,209712.90838799998,Gomphosphaeria aponina,Gomphosphaeria,Gomphosphaeriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-244,208.14999985859384,Verrucodesmus verrucosus,Verrucodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-245,451.7905551784724,Crucigeniella lunaris,Crucigeniella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-246,89.75166666666667,Kirchneriella dianae,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2461,101237.98906375733,Oscillatoria princeps,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2463,400,Oscillatoria subbrevis,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2464,11901.669971909268,Oscillatoria sancta,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-247,19785.667466910316,Fragilaria,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-2474,400,Phormidium granulatum,Phormidium,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2478,40671.19147472606,Planktothrix prolifica,Planktothrix,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-248,298353.1440048127,Synedra,Synedra,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-2481,632.8099994343753,Pleurocapsa,Pleurocapsa,Xenococcaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2482,632.8099994343753,Pleurocapsa minor,Pleurocapsa,Hyellaceae,Pleurocapsales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2485,13.875631709965257,Rhabdogloea smithii,Rhabdogloea,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2486,2.9666666666666665e-6,Anabaenopsis,Anabaenopsis,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-249,28635.5467339004,Tribonema,Tribonema,Tribonemataceae,Tribonematales,Xanthophyceae,Ochrophyta,Chromista
tax-2496,632.8099994343753,Xenococcus,Xenococcus,Pseudococcidae,Hemiptera,Insecta,Arthropoda,Animalia
tax-2498,1340.4049997171876,Lepocinclis,Lepocinclis,Phacidae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-2499,1147.6899996072584,Lepocinclis steinii,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-25,263.30604000000005,Snowella arachnoidea,Snowella,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-250,452.40111073402795,Coenocystis,Coenocystis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2500,492.0100011156799,Monomorphina,Monomorphina,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-2501,539.210000366569,Monomorphina aenigmatica,Monomorphina,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2502,550604.3461739513,Phacus curvicauda,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2503,1314.7266704692167,Phacus alatus,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2505,458090.39495922753,Strombomonas verrucosa,Strombomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2506,632.8099994343753,Trachelomonas lacustris,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2507,9320.444994345622,Trachelomonas armata,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2508,1002.0200029676644,Trachelomonas cylindrica,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-251,92.10666666666667,Scenedesmus oahuensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2510,3184.5174448739035,Bitrichia,Bitrichia,Stylococcaceae,Hibberdiales,Chrysophyceae,Ochrophyta,Chromista
tax-2511,11081.250188274103,Centritractus,Centritractus,Centritractaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-2514,6648.816584819476,Dinobryon crenulatum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2516,1238.4650945178687,Hydrurus foetidus,Hydrurus,Hydruraceae,Hydrurales,Chrysophyceae,Ochrophyta,Chromista
tax-2518,80110.04455050372,Ophiocytium capitatum,Ophiocytium,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-252,92.39999999999999,Fragilaria planctonica,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-2521,632.8099994343753,Stipitococcus,Stipitococcus,Stipitococcaceae,Rhizochloridales,Xanthophyceae,Ochrophyta,Chromista
tax-2524,88494.17710701225,Cryptomonas marssonii,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-2525,109.71268434381824,Plagioselmis,Plagioselmis,Geminigeraceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-253,1809.724169854861,Stelexomonas dichotoma,Stelexomonas,Salpingoecidae,Craspedida,Choanoflagellatea,Choanozoa,Protozoa
tax-2533,198,Psammothidium hustedtii,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,Chromista
tax-2534,70.65,Platessa rupestris,Platessa,Achnanthaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-2538,84,Eolimna,Eolimna,Naviculaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-254,5673.003687191596,Crucigenia quadrata,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-2545,256102.1016899849,Botryococcus,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2546,1383.1928034164748,Chrysolykos planktonicus,Chrysolykos,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2547,622.0805448934083,Dinobryon borgei,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2548,41303.297690805564,Gyromitus cordiformis,Gyromitus,Polyblepharidaceae,Pyramimonadales,Pyramimonadophyceae,Chlorophyta,Plantae
tax-2549,3869.0631278548335,Katablepharis ovalis,Katablepharis,Katablepharidaceae,Katablephariales,Katablepharidophyceae,Katablepharidophyta,Chromista
tax-255,2493.348482059592,Gregiochloris lacustris,Gregiochloris,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2550,8043.346388847058,Kephyrion cupuliforme,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2551,19134.344056608494,Mallomonas akrokomos,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2552,4260.759121188038,Monas,Monas,Chromulinaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-2553,32719.314442515268,Stauridium privum,Stauridium,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2554,14883.760723864983,Polytoma,Polytoma,Chlamydomonadaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae
tax-2555,937.7611912369929,Snowella atomus,Snowella,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2556,485.8025722807364,Spiniferomonas,Spiniferomonas,Synuraceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2557,983.2933510004461,Anathece minutissima,Anathece,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2558,477207.8330346002,Botryococcus terribilis,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2559,165541.27498876394,Chrysidiastrum catenatum,Chrysidiastrum,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-256,206103.483716138,Botryococcus braunii,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2560,1053.1723398545455,Elakatothrix genevensis,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Klebsormidiophyceae,Charophyta,Plantae
tax-2561,41204.22089419963,Aphanocapsa reinboldii,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2562,75189.96148406193,Pseudosphaerocystis lacustris,Pseudosphaerocystis,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2563,25647.55160697379,Quadrigula pfitzeri,Quadrigula,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2564,5.621910006434499,Scourfieldia,Scourfieldia,Scourfieldiaceae,Scourfieldiales,Pedinophyceae,Chlorophyta,Plantae
tax-2565,404881.98112042306,Staurastrum avicula,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2566,125.53451760845246,Kephyrion ovale,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2567,59842.06417040715,Mallomonas tonsurata,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2568,77053.2184081119,Mallomonas crassisquama,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2569,2.3361855833120346,Monochrysis parva,Monochrysis,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-257,364.0937497171876,Scenedesmus ecornis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2570,1119.0267025656506,Dinobryon suecicum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2571,117.80689855732022,Telonema subtile,Telonema,Telonemia familia ineditae,Telonemida,Telonemea,Cryptophyta,Chromista
tax-2572,5953.734075768372,Tetraedriella jovetii,Tetraëdriella,Goniochloridaceae,Goniochloridales,Eustigmatophyceae,Ochrophyta,Chromista
tax-2573,9688.179699056516,Synuropsis gracilis,Synuropsis,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2574,74807.42415965162,Microcystis ichthyoblabe,Microcystis,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2575,1058163.152939938,Acanthoceras zachariasii,Acanthoceras,Chaetocerotaceae,Chaetocerotales,Mediophyceae,Bacillariophyta,Chromista
tax-2576,379.14411467612007,Cyanocatena imperfecta,Cyanocatena,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2577,202315.76537365012,Staurastrum longipes,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2578,436350.03183377377,Trachelomonas planctonica,Trachelomonas,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-2579,16514.118955321563,Gloeobotrys limneticus,Gloeobotrys,Gloeobotrydaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-258,4343.318647081456,Tetradesmus obliquus,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2580,1561.333085127751,Scourfieldia complanata,Scourfieldia,Scourfieldiaceae,Scourfieldiales,Pedinophyceae,Chlorophyta,Plantae
tax-2581,7627.105801613038,Koliella longiseta,Koliella,Koliellaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2582,150522.80819742475,Mallomonas punctifera,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2583,304770.9730275316,Trachelomonas volvocinopsis,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2584,390.16471284451603,Cyanodictyon,Cyanodictyon,Cymatolegaceae,Nodosilineales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2585,24550.60912040127,Woronichinia karelica,Woronichinia,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2586,860.4127721583213,Bicosoeca cylindrica,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-2587,767954.9345662128,Microcystis viridis,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2588,406390.83068954863,Microcystis natans,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2589,599471.1847168125,Lepocinclis spiroides,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-259,183.8694175,Synechocystis aquatilis,Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2590,6.688107519410002,Choricystis,Choricystis,Coccomyxaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2591,7978.504645083911,Cyanodictyon reticulatum,Cyanodictyon,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2592,284920.01700500783,Staurastrum luetkemuelleri,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2593,936.4763311088445,Koliella,Koliella,Koliellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2594,262220.25634766946,Anabaena catenula,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2595,1281.2079120779588,Skeletonema,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista
tax-2596,183949.54675426707,Trachelomonas intermedia,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-2597,65132.582302764604,Anathece bachmannii,Anathece,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2598,73.72905243167095,Dichotomococcus curvatus,Dichotomococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2599,226.91704356022413,Nephrochlamys willeana,Nephrochlamys,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-26,112.33583256441673,Kirchneriella major,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-260,2652.662962992971,Characium,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2600,13043.825492291502,Nitzschia holsatica,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-2601,2217.839506169917,Anathece smithii,Anathece,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2602,3832.693634317926,Chrysococcus cordiformis,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2603,18400.895027129765,Limnothrix planctonica,Limnothrix,Pseudanabaenaceae,Pseudanabaenales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2604,202.83599044642875,Nephrochlamys,Nephrochlamys,Oocystaceae,Oocystales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2605,7386.448876944834,Crucigenia,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-2606,4433.61158943833,Chlorogonium minimum,Chlorogonium,Haematococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2607,1781.6114040276027,Cyanodictyon filiforme,Cyanodictyon,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2608,299101.6426522987,Anabaena planktonica,Anabaena,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2609,452058.0657864114,Ceratium furcoides,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-261,474.65810835290654,Monoraphidium,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2610,748.9964112218174,Chrysosphaera,Chrysosphaera,Chrysosphaeraceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2611,593.6456147689626,Bicosoeca mitra,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-2612,8684.500571758137,Eucapsis aphanocapsoides,Eucapsis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2613,25070.313341104506,Paramastix conifera,Paramastix,Paramastigaceae,Spironematellales,Spironematellophyceae,Spironematellophyta,Protozoa
tax-2614,7.7940222168026745,Diplochloris,Diplochloris,Scotiellocystoidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2615,16471.60005782883,Kathablepharis,Kathablepharis,Katablepharidaceae,Katablepharidales,Katablepharidophyceae,Cryptophyta,Chromista
tax-2616,822.7659511673972,Mychonastes elegans,Mychonastes,Mychonastaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2617,16607.993920842713,Chrysosphaerella coronacircumspina,Chrysosphaerella,Chrysosphaerellaceae,Paraphysomonadales,Chrysophyceae,Ochrophyta,Chromista
tax-2618,1545.694261647074,Oocystis submarina,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2619,39467.760353539314,Desmodesmus brasiliensis,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-262,15877.676420749225,Phormidium,Phormidium,Oscillatoriaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-2620,811555.4097441562,Closterium macilentum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2621,21166.09873946913,Cosmarium bioculatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2622,426.90178523259107,Bicosoeca planctonica,Bicosoeca,Bicosoecaceae,Bicosoecales,Bicoecidea,Bigyra,Chromista
tax-2623,516873.42216905317,Chlorogonium maximum,Chlorogonium,Haematococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2624,29561.567858264032,Chrysosphaerella,Chrysosphaerella,Paraphysomonadaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-2625,2954.494525981742,Spermatozopsis exultans,Spermatozopsis,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2626,125693.98593011293,Sphaerellopsis,Sphaerellopsis,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi
tax-2627,63543.69922886795,Pseudostaurastrum,Pseudostaurastrum,Eustigmataceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Chromista
tax-2628,1058.6702390064847,Bicosoeca ainikkiae,Bicosoeca,Bicosoecaceae,Bicosoecales,Bicoecidea,Bigyra,Chromista
tax-2629,539391.9670565239,Microcystis botrys,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-263,292.64499981145843,Pseudokephyrion pseudospirale,Pseudokephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-2630,0.023409414642826042,Raphidocelis,Raphidocelis,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-2631,99263.57668243919,Dolichospermum fuscum,Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2632,1359773.5295301473,Unruhdinium penardii,Unruhdinium,Kryptoperidiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista
tax-2633,10607.936367653654,Gloeotila,Gloeotila,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2634,425664.47038477706,Dolichospermum smithii,Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2635,385.8444708038741,Koliella spiculiformis,Koliella,Koliellaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2636,869.4454879766236,Nephroselmis olivacea,Nephroselmis,Nephroselmidaceae,Nephroselmidales,Nephroselmidophyceae,Chlorophyta,Plantae
tax-2637,121109.28881594412,Colacium,Colacium,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-2638,29650.674665797473,Mallomonas heterospina,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2639,52985.254347622584,Polyedriopsis spinulosa,Polyedriopsis,Sphaeropleales incertae sedis,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-264,93.15269267060674,Cyclotella atomus,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-2640,182098.27403524067,Dolichospermum mucosum,Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2641,116820.30779853555,Chlamydocapsa planctonica,Chlamydocapsa,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-2642,20208.609881143806,Woronichinia elorantae,Woronichinia,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-2643,464765.73384285107,Staurastrum pingue,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae
tax-2644,7655.202349309694,Gloeobotrys,Gloeobotrys,Gloeobotrydaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-2645,79014.9523178218,Mallomonas allorgei,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-2646,575191.7691221904,Staurastrum anatinum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2647,6429.2774593043205,Keratococcus suecicus,Keratococcus,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-2648,422.07177032300297,Prymnesium minutum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-2649,416077.70595185546,Cosmarium contractum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-265,82.22874999999999,Cyclotella atomus,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-2650,1929387.4958788676,Euastrum gemmatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-2651,1698311.6446637101,Pediastrum angulosum,Pediastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
