BottleID,Treatment,UV,Date,Run,GD,meanvelocity,medianY,SizeMM,Tswimming,Tresting,areaexplored,DOC,Time,TSWP,depth
6_707,10,60,707,5,111.5539209860185,3.704217044235608,3.5809798387096756,0.7760527235,783,777,149.45000413178946,10,4.533333333333333,50.19230769230769,36.41902016129033
6_707,10,60,707,6,129.85490133916056,3.0889546521666738,4.666360685483873,0.7760527235,1093,467,234.92396961280292,10,4.85,70.06410256410257,35.33363931451613
6_707,10,60,707,7,170.98037959599853,3.729437809979834,7.07474858870968,0.7760527235,1192,368,624.1206608865343,10,5.166666666666667,76.41025641025641,32.92525141129032
6_707,10,60,707,8,160.11034831396435,3.787869932814443,3.974346370967743,0.7760527235,1099,461,199.88022483929083,10,5.483333333333333,70.44871794871794,36.025653629032256
6_707,10,60,707,9,117.57250401956001,3.869474815833621,4.684038608870969,0.7760527235,790,770,179.46628180041935,10,5.8,50.64102564102564,35.31596139112903
6_711,2,0,711,1,196.80272862711462,5.386179941373664,14.797032963709675,0.8367575315,950,610,793.608863313257,2,0.1,60.8974358974359,25.202967036290325
6_711,2,0,711,10,121.74523180034313,4.164968456327529,4.2532210685483856,0.8367575315,760,800,254.38799884668646,2,0.4166666666666667,48.717948717948715,35.746778931451615
6_711,2,0,711,11,175.18731155808044,4.276873333812292,8.294481653225809,0.8367575315,1065,495,396.0930958341612,2,0.7333333333333333,68.26923076923077,31.70551834677419
6_711,2,0,711,12,200.83671631120387,5.485036369843804,18.571640625,0.8367575315,952,608,1059.0018769820322,2,1.05,61.02564102564103,21.428359375
6_711,2,0,711,13,190.259571218422,5.324810389320745,14.332911088709677,0.8367575315,929,631,971.1798508260936,2,1.3666666666666667,59.55128205128205,25.66708891129032
6_711,2,0,711,14,160.5448960579621,4.842421458824843,4.938033266129034,0.8367575315,862,698,433.26912841320353,2,1.6833333333333333,55.256410256410255,35.06196673387097
6_711,2,0,711,15,196.992419210455,4.996880877533493,8.170081451612905,0.8367575315,1025,535,844.828063058741,2,2,65.7051282051282,31.829918548387095
