Genus;Species;Replicate.number;Group;Habitat;Trophic.group;Ref.tg;Body.length;Min.bl;Max.bl;Ref.bl;Dry.mass;Min.dm;Max.dm;Ref.dm;Cct.prop;Min.Cprop;Max.Cprop;Cct.total;Ref.C;Nct.prop;Min.Nprop;Max.Nprop;Nct.total;Ref.N;Pct.prop;Min.Pprop;Max.Pprop;Pct.total;Ref.P;N:Pct;Min.NP;Max.NP;Ref.NP;Protein.ct;Min.prot;Max.prot;Ref.prot;Lipid.ct;Min.lip;Max.lip;Ref.lip;Respiration.rt.ind;Respiration.rt.mg;Min.resp.mg;Max.resp.mg;Temp.resp.rt;Min.temp.resp.rt;Max.temp.resp.rt;Ref.resp;N-ammonia.ex.rt.ug.ind;N-ammonia.ex.rt.ug.dm;Min.Nex.rt.ug.dm;Max.Nex.rt.ug.dm;N-ammonia.ex.rt.nmol.dm;N-ammonia.ex.rt.nmol.ind;Min.Nex.rt.nmol.ind;Max.Nex.rt.nmol.ind;Temp.Nex.rt;Min.temp.Nex.rt;Max.temp.Nex.rt;Ref.N.ex;P-phosphate.ex.rt.ug.ind;P-phosphate.ex.rt.ug.dm;Min.Pex.rt.ug.dm;Max.Pex.rt.ug.dm;P-phosphate.ex.rt.nmol.dm;P-phosphate.ex.rt.nmol.ind;Min.Pex.rt.nmol.ind;Max.Pex.rt.nmol.ind;Temp.Pex.rt;Min.temp.Pex.rt;Max.temp.Pex.rt;Ref.P.ex;N:P.ex;Min.NP.ex;Max.NP.ex;Ref.NPex
Acartia;pacifica;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0185;NA;NA;70;41,6;NA;NA;0,007696;70;9,621621622;NA;NA;0,00178;70;0,789189189;NA;NA;0,00015;70;26,94383562;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0098;NA;NA;NA;28;NA;NA;70;0,003;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0099;NA;NA;70;41,5959596;NA;NA;0,004118;70;9,616161616;NA;NA;0,00095;70;0,787878788;NA;NA;0,00008;70;26,97333333;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0081;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,015;NA;NA;70;41,6;NA;NA;0,00624;70;9,62;NA;NA;0,00144;70;0,793333333;NA;NA;0,00012;70;26,79857143;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0091;NA;NA;NA;28;NA;NA;70;0,003;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0177;NA;NA;70;41,59887006;NA;NA;0,007363;70;9,621468927;NA;NA;0,00170;70;0,790960452;NA;NA;0,00014;70;26,88307143;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0107;NA;NA;NA;28;NA;NA;70;0,0024;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0183;NA;NA;70;41,6010929;NA;NA;0,007613;70;9,617486339;NA;NA;0,00176;70;0,792349727;NA;NA;0,00015;70;26,82482759;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0128;NA;NA;NA;28;NA;NA;70;0,0017;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0191;NA;NA;70;41,60209424;NA;NA;0,007946;70;9,617801047;NA;NA;0,00184;70;0,790575916;NA;NA;0,00015;70;26,88589404;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0129;NA;NA;NA;28;NA;NA;70;0,0027;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0153;NA;NA;70;41,60130719;NA;NA;0,006365;70;9,620915033;NA;NA;0,00147;70;0,790849673;NA;NA;0,00012;70;26,88528926;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0136;NA;NA;NA;28;NA;NA;70;0,0037;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0152;NA;NA;70;41,59868421;NA;NA;0,006323;70;9,618421053;NA;NA;0,00146;70;0,789473684;NA;NA;0,00012;70;26,92516667;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0092;NA;NA;NA;28;NA;NA;70;0,0048;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0207;NA;NA;70;41,59903382;NA;NA;0,008611;70;9,618357488;NA;NA;0,00199;70;0,792270531;NA;NA;0,00016;70;26,82993902;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0068;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0134;NA;NA;70;41,59701493;NA;NA;0,005574;70;9,619402985;NA;NA;0,00129;70;0,791044776;NA;NA;0,00011;70;26,87443396;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,004;NA;NA;NA;22;NA;NA;70;0,001;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,019;NA;NA;70;41,6;NA;NA;0,007904;70;9,621052632;NA;NA;0,00183;70;0,789473684;NA;NA;0,00015;70;26,93253333;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0069;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0184;NA;NA;70;41,59782609;NA;NA;0,007654;70;9,619565217;NA;NA;0,00177;70;0,788043478;NA;NA;0,00015;70;26,97724138;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0093;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,021;NA;NA;70;41,6;NA;NA;0,008736;70;9,619047619;NA;NA;0,00202;70;0,79047619;NA;NA;0,00017;70;26,89277108;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0072;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0133;NA;NA;70;41,60150376;NA;NA;0,005533;70;9,616541353;NA;NA;0,00128;70;0,789473684;NA;NA;0,00011;70;26,91990476;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0081;NA;NA;NA;22;NA;NA;70;0,0051;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0224;NA;NA;70;41,59821429;NA;NA;0,009318;70;9,620535714;NA;NA;0,00216;70;0,790178571;NA;NA;0,00018;70;26,90706215;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0329;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;18;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,017;NA;NA;70;41,6;NA;NA;0,007072;70;9,617647059;NA;NA;0,00164;70;0,788235294;NA;NA;0,00013;70;26,96529851;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0103;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;19;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,017;NA;NA;70;41,6;NA;NA;0,007072;70;9,617647059;NA;NA;0,00164;70;0,788235294;NA;NA;0,00013;70;26,96529851;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0225;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;20;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0193;NA;NA;70;41,60103627;NA;NA;0,008029;70;9,621761658;NA;NA;0,00186;70;0,787564767;NA;NA;0,00015;70;26,99980263;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0179;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;21;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0186;NA;NA;70;41,60215054;NA;NA;0,007738;70;9,61827957;NA;NA;0,00179;70;0,790322581;NA;NA;0,00015;70;26,89585034;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0076;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;22;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0198;NA;NA;70;41,6010101;NA;NA;0,008237;70;9,621212121;NA;NA;0,00191;70;0,787878788;NA;NA;0,00016;70;26,9875;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0084;NA;NA;NA;27,7;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;23;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0126;NA;NA;70;41,6031746;NA;NA;0,005242;70;9,619047619;NA;NA;0,00121;70;0,793650794;NA;NA;0,00010;70;26,7852;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0057;NA;NA;NA;22;NA;NA;70;0,001;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;24;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,013;NA;NA;70;41,6;NA;NA;0,005408;70;9,623076923;NA;NA;0,00125;70;0,792307692;NA;NA;0,00010;70;26,84184466;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0089;NA;NA;NA;22;NA;NA;70;0,0009;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;25;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0133;NA;NA;70;41,60150376;NA;NA;0,005533;70;9,616541353;NA;NA;0,00128;70;0,789473684;NA;NA;0,00011;70;26,91990476;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0089;NA;NA;NA;22;NA;NA;70;0,0009;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;26;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,007;NA;NA;70;41,6;NA;NA;0,002912;70;9,614285714;NA;NA;0,00067;70;0,785714286;NA;NA;0,00006;70;27,04236364;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0039;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;27;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0117;NA;NA;70;41,5982906;NA;NA;0,004867;70;9,623931624;NA;NA;0,00113;70;0,786324786;NA;NA;0,00009;70;27,04847826;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0016;NA;NA;NA;22;NA;NA;70;0,0006;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;28;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0111;NA;NA;70;41,6036036;NA;NA;0,004618;70;9,621621622;NA;NA;0,00107;70;0,792792793;NA;NA;0,00009;70;26,82136364;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0039;NA;NA;NA;22;NA;NA;70;0,0009;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;29;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0117;NA;NA;70;41,5982906;NA;NA;0,004867;70;9,623931624;NA;NA;0,00113;70;0,786324786;NA;NA;0,00009;70;27,04847826;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,004;NA;NA;NA;22;NA;NA;70;0,001;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;30;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0139;NA;NA;70;41,5971223;NA;NA;0,005782;70;9,618705036;NA;NA;0,00134;70;0,791366906;NA;NA;0,00011;70;26,86154545;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0057;NA;NA;NA;22;NA;NA;70;0,001;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;31;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0064;NA;NA;70;41,59375;NA;NA;0,002662;70;9,625;NA;NA;0,00062;70;0,796875;NA;NA;0,00005;70;26,69333333;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,029;NA;NA;NA;26;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;32;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0078;NA;NA;70;41,6025641;NA;NA;0,003245;70;9,615384615;NA;NA;0,00075;70;0,794871795;NA;NA;0,00006;70;26,73387097;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,057;NA;NA;NA;26;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;33;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,00785;NA;NA;70;41,60509554;NA;NA;0,003266;70;9,617834395;NA;NA;0,00076;70;0,789808917;NA;NA;0,00006;70;26,91209677;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,054;NA;NA;NA;26;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;34;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,01002;NA;NA;70;41,59680639;NA;NA;0,004168;70;9,620758483;NA;NA;0,00096;70;0,788423154;NA;NA;0,00008;70;26,96759494;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,039;NA;NA;NA;26;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;pacifica;35;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,00668;NA;NA;70;41,60179641;NA;NA;0,002779;70;9,625748503;NA;NA;0,00064;70;0,793413174;NA;NA;0,00005;70;26,81188679;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,053;NA;NA;NA;26;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;sp.;NA;Copepoda;Marine;NA;NA;0,65;NA;NA;64;NA;0,002;0,005;64, 89;49,05;NA;NA;NA;64;NA;12,1;12,7;NA;64;NA;1,24;1,95;NA;64;NA;14;22;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;spinicauda;NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71,22;75,42;185;NA;12,42;17,22;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;1;Copepoda;Marine;OmniHerb;78;NA;NA;NA;NA;0,0061;NA;NA;71;41,60655738;NA;NA;0,002538;71;9,62295082;NA;NA;0,00059;71;0,786885246;NA;NA;0,00005;70;27,02645833;NA;NA;71;27,7;NA;NA;151, 152;NA;16;19;106, 107, 108;0,065;NA;NA;NA;22;NA;NA;71;0,0095;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0076;NA;NA;71;41,60526316;NA;NA;0,003162;71;9,618421053;NA;NA;0,00073;71;0,789473684;NA;NA;0,00006;71;26,92516667;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,062;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,004;0,012;151, 152;NA;NA;NA;NA;NA;NA;8,7;16,4;NA;151, 152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,35;NA;NA;NA;184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0077;NA;NA;71;41,5974026;NA;NA;0,003203;71;9,623376623;NA;NA;0,00074;71;0,792207792;NA;NA;0,00006;71;26,84606557;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,063;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0062;NA;NA;71;41,59677419;NA;NA;0,002579;71;9,612903226;NA;NA;0,00060;71;0,790322581;NA;NA;0,00005;71;26,88081633;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,06;NA;NA;NA;22;NA;NA;71;0,0107;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0059;NA;NA;71;41,59322034;NA;NA;0,002454;71;9,627118644;NA;NA;0,00057;71;0,796610169;NA;NA;0,00005;71;26,70808511;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,061;NA;NA;NA;22;NA;NA;71;0,0023;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0059;NA;NA;71;41,59322034;NA;NA;0,002454;71;9,627118644;NA;NA;0,00057;71;0,796610169;NA;NA;0,00005;71;26,70808511;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,053;NA;NA;NA;22;NA;NA;71;0,0015;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0107;NA;NA;71;41,59813084;NA;NA;0,004451;71;9,61682243;NA;NA;0,00103;71;0,794392523;NA;NA;0,00009;71;26,754;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,065;NA;NA;NA;22;NA;NA;71;0,0054;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0082;NA;NA;71;41,59756098;NA;NA;0,003411;71;9,62195122;NA;NA;0,00079;71;0,792682927;NA;NA;0,00007;71;26,826;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,052;NA;NA;NA;22;NA;NA;71;0,0044;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0075;NA;NA;71;41,6;NA;NA;0,00312;71;9,626666667;NA;NA;0,00072;71;0,786666667;NA;NA;0,00006;71;27,04440678;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,04;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acartia;tonsa;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0066;NA;NA;71;41,60606061;NA;NA;0,002746;71;9,621212121;NA;NA;0,00064;71;0,787878788;NA;NA;0,00005;71;26,9875;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,043;NA;NA;NA;22;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocalanus;gibber;1;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,017;NA;NA;70;41,6;NA;NA;0,007072;70;9,617647059;NA;NA;0,00164;70;0,788235294;NA;NA;0,00013;70;26,96529851;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0116;NA;NA;NA;22;NA;NA;70;0,0003;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocalanus;gibber;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0091;NA;NA;70;41,6043956;NA;NA;0,003786;70;9,615384615;NA;NA;0,00088;70;0,791208791;NA;NA;0,00007;70;26,85763889;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0033;NA;NA;NA;29;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocalanus;gibber;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0078;NA;NA;70;41,6025641;NA;NA;0,003245;70;9,615384615;NA;NA;0,00075;70;0,794871795;NA;NA;0,00006;70;26,73387097;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0033;NA;NA;NA;29;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocalanus;gibber;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0197;NA;NA;70;41,59898477;NA;NA;0,008195;70;9,61928934;NA;NA;0,00190;70;0,791878173;NA;NA;0,00016;70;26,84583333;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0125;NA;NA;NA;22;NA;NA;70;0,0007;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
