uid,species,Codon,Ecosytem,Habitat,Reference,Note,name
114,Fragilaria crotonensis,P,Wononscopomuc lake,"deep, mesotrophic, dimictic",Huszar et al. (2003),NA,species.1
115,Fragilaria crotonensis,P,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.1
115,Aulacoseira granulata,P,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.2
115,Closterium aciculare,P,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.3
116,Fragilaria crotonensis,P,Ömerli Reservoir (Istanbul),drinking water,Albay & Akçaalan (2003),NA,species.1
116,Staurastrum cf. gracile,P,Ömerli Reservoir (Istanbul),drinking water,Albay & Akçaalan (2003),NA,species.2
116,Staurastrum planctonicum,P,Ömerli Reservoir (Istanbul),drinking water,Albay & Akçaalan (2003),NA,species.3
117,Aulacoseira granulata,P,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations",Naselli-Flores & Barone (2003),Cyclotella ocellata to B,species.1
117,Cyclotella ocellata,P,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations",Naselli-Flores & Barone (2003),Cyclotella ocellata to B,species.2
118,Fragilaria crototensis,P,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),NA,species.1
119,Aulacoseira granulata,P,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),NA,species.1
119,Closterium gracile,P,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),NA,species.2
120,Closterium aciculare,P,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),NA,species.1
120,Closterium pronum,P,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),NA,species.2
120,Fragilaria crotonensis,P,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),NA,species.3
121,Aulacoseira granulata,P,Poço da Cruz Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
122,Navicula spp.,P,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),to MP,species.1
123,Melosira varians,P,Pomba river (Brazil),eutrophic,Soares et al. (2007),Melosira to TB and Cosmarium to N,species.1
123,Cosmarium sp.,P,Pomba river (Brazil),eutrophic,Soares et al. (2007),Melosira to TB and Cosmarium to N,species.2
123,Closterium navicula,P,Pomba river (Brazil),eutrophic,Soares et al. (2007),Melosira to TB and Cosmarium to N,species.3
123,Spirotaenia condensata,P,Pomba river (Brazil),eutrophic,Soares et al. (2007),Melosira to TB and Cosmarium to N,species.4
124,Ulothrix,P,"L. Constance, Lower and Upper Lake Zürich","monomictic, peri-alpine",Anneville et al. (2005),to MP,species.1
125,Surirella peisonis,MP,Lake Fertó,"shallow, temperate, saline, mesotrophic",Padisák et al. (2006),NA,species.1
125,Campylodiscus clypeus,MP,Lake Fertó,"shallow, temperate, saline, mesotrophic",Padisák et al. (2006),NA,species.2
125,Fragilaria construens,MP,Lake Fertó,"shallow, temperate, saline, mesotrophic",Padisák et al. (2006),NA,species.3
126,Aulacoseira ambigua var. ambigua f. spiralis,MP,Segredo Reservoir (Brazil),dam reservoir,Borges et al. (2008),Urosolenia eriensis to A;Aulacoaseira ambigua  to codon C; Aulacoseira spp. to P,species.1
126,Aulacoseira granulata var. granulata,MP,Segredo Reservoir (Brazil),dam reservoir,Borges et al. (2008),Urosolenia eriensis to A;Aulacoaseira ambigua  to codon C; Aulacoseira spp. to P,species.2
126,Aulacoseira granulata var. angustissima,MP,Segredo Reservoir (Brazil),dam reservoir,Borges et al. (2008),Urosolenia eriensis to A;Aulacoaseira ambigua  to codon C; Aulacoseira spp. to P,species.3
126,Urosolenia eriensis,MP,Segredo Reservoir (Brazil),dam reservoir,Borges et al. (2008),Urosolenia eriensis to A;Aulacoaseira ambigua  to codon C; Aulacoseira spp. to P,species.4
127,Aulacoseira granulata,MP,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),to P,species.1
128,Aulacoseira ambigua,MP,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),A. ambigua and A. distans to C; A. granulata to P,species.1
128,Aulacoseira distans,MP,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),A. ambigua and A. distans to C; A. granulata to P,species.2
128,Aulacoseira granulata,MP,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),A. ambigua and A. distans to C; A. granulata to P,species.3
128,Ulnaria ulna,MP,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),A. ambigua and A. distans to C; A. granulata to P,species.4
129,Mougeotia spp.,T,Lake Fuxian (China),deep oligotrophic,Zhang et al. (2007),NA,species.1
130,Mougeotia,T,Crater Lake (USA),"deep, ultra-oligotrophic",McIntire et al. (2007),NA,species.1
130,Tribonema,T,Crater Lake (USA),"deep, ultra-oligotrophic",McIntire et al. (2007),NA,species.2
131,Geminella,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.1
131,Mougeotia,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.2
131,Tribonema,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.3
131,Planctonema,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.4
131,Closterium aciculare,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.5
131,Closterium acutum var. variabile,T,Hungarian rivers,NA,Borics et al. (2007),Closterium spp. to P,species.6
132,Mougeotia,T,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),NA,species.1
133,Planctonema lauterbornii,T,Paraná river (Argentina),NA,Devercelli (2006),Tabellaria to N,species.1
133,Tabellaria sp.,T,Paraná river (Argentina),NA,Devercelli (2006),Tabellaria to N,species.2
134,Mougeotia,T,"Lake Geneva, Lake Zürich, Lake Constance","monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
135,Tribonema,T,Lake Geneva,"monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
136,Mougeotia sp.,T,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),NA,species.1
137,Planctonema lauterbornii,T,Vouglans reservoir,"deep dam reservoir,  stratification period",Leitão et al. (2003),NA,species.1
138,Geminella,T,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.1
138,Mougeotia,T,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.2
138,Tribonema,T,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.3
139,Mougeotia,T,Lake Garda (Italy),"deep, subalpine",Salmaso (2002)," Ulothrix, Ulothrichales to MP",species.1
139,Ulothrix,T,Lake Garda (Italy),"deep, subalpine",Salmaso (2002)," Ulothrix, Ulothrichales to MP",species.2
139,Ulothrichales,T,Lake Garda (Italy),"deep, subalpine",Salmaso (2002)," Ulothrix, Ulothrichales to MP",species.3
140,Mougeotia delicata,T,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.1
140,Mesotaenium chlamydosporum,T,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.2
140,Mesotaenium sp.,T,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.3
141,Epiphytic cyanobacteria,TC,Hungarian rivers,"enriched standing waters, or slow-flowing rivers  with emergent macrophytes",Borics et al. (2007),NA,species.1
141,Oscillatoria,TC,Hungarian rivers,"enriched standing waters, or slow-flowing rivers  with emergent macrophytes",Borics et al. (2007),NA,species.2
141,Phormidium,TC,Hungarian rivers,"enriched standing waters, or slow-flowing rivers  with emergent macrophytes",Borics et al. (2007),NA,species.3
141,Lyngbya,TC,Hungarian rivers,"enriched standing waters, or slow-flowing rivers  with emergent macrophytes",Borics et al. (2007),NA,species.4
141,Rivularia,TC,Hungarian rivers,"enriched standing waters, or slow-flowing rivers  with emergent macrophytes",Borics et al. (2007),NA,species.5
142,Benthic (epiphytic) desmids and filamentous green algae,TD,Hungarian rivers,"enriched standing waters, or slow-flowing rivers with emergent macrophytes",Borics et al. (2007),NA,species.1
142,benthic diatoms,TD,Hungarian rivers,"enriched standing waters, or slow-flowing rivers with emergent macrophytes",Borics et al. (2007),NA,species.2
143,Nitzschia spp.,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.1
143,Navicula,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.2
143,Gomphonema,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.3
143,Didymosphaenia,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.4
143,Fragilaria,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.5
143,Achnanthes,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.6
143,Surirella,TB,Hungarian rivers,highly lotic environments including rivers and rivulats,Borics et al. (2007),only non-planktonic Nitzschia spp.,species.7
144,Raphidiopsis/Cylindrospermopsis,S,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),Raphidiopsis/Cylindrospermopsis to SN; others to S1,species.1
144,Geitlerinema unigranulatum,S,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),Raphidiopsis/Cylindrospermopsis to SN; others to S1,species.2
144,Planktothrix agardhii,S,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),Raphidiopsis/Cylindrospermopsis to SN; others to S1,species.3
146,Oscillatoria spp.,S,Lake Fuxian; Lake Xingyun (China),deep oligotrophic; shallow eutrophic,Zhang et al. (2007),"if really Oscillatoria, to MP",species.1
147,Arthrospira platensis,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.1
147,Jaaginema subtilissimum,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.2
147,Limnothrix redekei,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.3
147,Lyngbya sp.,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.4
147,Oscillatoria sp.,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.5
147,Planktolyngbya circumcreta,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.6
147,Planktolyngbya limnetica,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.7
147,Pseudanabaena sp.,S,9 Greek lakes,"shallow - deep, oligo-hypertrophic",Vardaka et al. (2005),"Arthrospira platensis to S2, Oscillatoria sp.  to MP; Lyngbya to MP or S1, others to S1",species.8
148,Raphidiopsis,S,Tapacurá Reservoir (Brazil),dam reservoir,Bouvy et al. (2003),Raphidiopsis to SN,species.1
149,Oscillatoria sp.,S,Wononscopomuc lake,"deep, mesotrophic, dimictic",Huszar et al. (2003),"if really Oscillatoria, to MP",species.1
150,Planktothrix agardhii,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S1",species.1
150,Limnothrix planctonica,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S1",species.2
150,Pseudanabaena galeata,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S1",species.3
150,,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S1",species.4
151,Oscillatoria spp.,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S2",species.1
151,Raphidiopsis mediterranea,S,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),"if really Oscillatoria sp., to MP;P. galeata to MP; R. mediterranea to SN; others to S2",species.2
152,Limnotrichoideae,S,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),to S1,species.1
153,Geitlerinema sp.,S,Garças Reservoir (Brazil),productive lake,Huszar et al. (2000),to S1,species.1
154,Jaaginema subtilissimum,S,Barra Lake (Brazil),productive lake,Huszar et al. (2000),to S1,species.1
155,Phormidium sp.,S,Chapéu Lake (Brazil),productive lake,Huszar et al. (2000),to S1,species.1
156,Oscillatoria quadripunctulata,S,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),O. quadripunctulata = Jaaginema quadripunctulatum  to S1; O. limnetica (Pseudanabaena limnetica) to S1,species.1
156,Oscillatoria limnetica,S,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),O. quadripunctulata = Jaaginema quadripunctulatum  to S1; O. limnetica (Pseudanabaena limnetica) to S1,species.2
157,Planktothrix,S1,Müggelsee (Germany),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),NA,species.1
158,Planktothrix agardhii,S1,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),NA,species.1
159,Pseudanabaena,S1,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),Position of Pseudanabaena depends on species.,species.1
160,Planktothrix agardhii,S1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",Pseudanabaena galeata  to MP,species.1
160,Pseudanabaena galeata,S1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",Pseudanabaena galeata  to MP,species.2
160,Geitlerinema unigranulatum,S1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",Pseudanabaena galeata  to MP,species.3
161,Pseudanabaena limnetica,S1,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.1
161,Limnothrix redekei,S1,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.2
161,Planktothrix agardhii,S1,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.3
161,Lyngbya limnetica,S1,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.4
162,Planktothrix agardhii,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
162,Limnothrix redekeii,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
162,Limnothrix planctonica,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.3
162,Pseudanabaena limnetica,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.4
162,Planktolyngbya limnetica,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.5
162,Planktolyngbya contorta,S1,Hungarian rivers,NA,Borics et al. (2007),NA,species.6
163,Limnothrix redekei,S1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
164,Planktothrix agardhii,S1,Laguna Grande (Argentina),field mesocosms with free floating plants,Pinto et al. (2007),NA,species.1
165,Planktothrix agardhii,S1,Viry-Châtillon’s Lake (France),shallow,Yéprémian et a. (2007),NA,species.1
166,Geitlerinema amphibium,S1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Pseudanabaena catenata to MP,species.1
166,Pseudanabaena catenata,S1,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Pseudanabaena catenata to MP,species.2
167,Limnothrix planctonica,S1,Paraná river (Argentina),NA,Devercelli (2006),Oscillatoria sp. to TC,species.1
167,Oscillatoria sp.,S1,Paraná river (Argentina),NA,Devercelli (2006),Oscillatoria sp. to TC,species.2
168,Planktolyngbya limnetica,S1,Comprida Lagoon (Brazil),"shallow, humic, acidic coastal lagoon",Alves de Souza et al. (2006),NA,species.1
169,Limnothrix-Planktothrix agardhii,S1,Lake Balaton (Hungary),shallow,Padisák & Reynolds (1998); Padisák et al. (2006),NA,species.1
170,Planktothrix agardhii,S1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2005),NA,species.1
171,Pseudanabaena,S1,Lake Geneva,"monomictic, peri-alpine",Anneville et al. (2005),Position of Pseudanabaena depends on species.,species.1
172,Oscillatoria group,S1,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),"Oscillatoria group, as order, cannot be attributed to any codon",species.1
172,Planktolyngbya,S1,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),"Oscillatoria group, as order, cannot be attributed to any codon",species.2
173,Pseudanabaena galeata,S1,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),Pseudanabaena galeata to MP,species.1
173,Planktolyngbya limnetica,S1,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),Pseudanabaena galeata to MP,species.2
173,Geitlerinema sp.,S1,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),Pseudanabaena galeata to MP,species.3
174,Planktothrix sp.,S1,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),NA,species.1
175,Planktothrix agardhii,S1,Lago Maggiore (Italy),NA,Morabito et al. (2003),Position of Pseudanabaena depends on species.,species.1
175,Limnothrix redekei,S1,Lago Maggiore (Italy),NA,Morabito et al. (2003),Position of Pseudanabaena depends on species.,species.2
175,Pseudanabaena,S1,Lago Maggiore (Italy),NA,Morabito et al. (2003),Position of Pseudanabaena depends on species.,species.3
176,Planktothrix agardhii,S1,Lake Scharmützelsee (Germany),"deep, dimictic, eutrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.1
176,Pseudanabaena limnetica,S1,Lake Scharmützelsee (Germany),"deep, dimictic, eutrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.2
176,Limnothrix amphigranulata,S1,Lake Scharmützelsee (Germany),"deep, dimictic, eutrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.3
177,Planktothrix agardhii,S1,"Langer See, Melangsee (Germany)","shallow, hypertrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.1
177,Limnothrix redekei,S1,"Langer See, Melangsee (Germany)","shallow, hypertrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.2
177,Pseudanabaena limnetica,S1,"Langer See, Melangsee (Germany)","shallow, hypertrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.3
177,,S1,"Langer See, Melangsee (Germany)","shallow, hypertrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.4
178,Limnothrix amphigranulata,S1,"Langer See, Melangsee (Germany)","shallow, hypertrophic",Nixdorf et al. (2003); Mischke & Nixdorf (2003),NA,species.1
179,Planktothrix agardhii,S1,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations",Naselli-Flores & Barone (2003),NA,species.1
180,Pseudanabaena limnetica,S1,Hungarian shallow lakes,NA,Padisák et al. (2003a),"Oscillatoriales, as order, cannot be attributed to any codon",species.1
180,Planktolyngbya limnetica,S1,Hungarian shallow lakes,NA,Padisák et al. (2003a),"Oscillatoriales, as order, cannot be attributed to any codon",species.2
180,Oscillatoriales,S1,Hungarian shallow lakes,NA,Padisák et al. (2003a),"Oscillatoriales, as order, cannot be attributed to any codon",species.3
181,Lyngbya sp.,S2,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),both to S1; Lyngbya is accepted as S1 because of the description in the original paper,species.1
181,Planktolyngbya sp.,S2,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),both to S1; Lyngbya is accepted as S1 because of the description in the original paper,species.2
182,Raphidiopsis,S2,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),to SN,species.1
183,Raphidiopsis mediterranea,S2,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Raphidiopsis to SN,species.1
183,Spirulina sp.,S2,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Raphidiopsis to SN,species.2
184,Planktolyngbya limnetica,S2,Laguna Grande (Argentina),fiel mesocosms with free floating plants,Pinto et al. (2007),to S1,species.1
185,Leptolynbgya cf. notata,S2,Pomba river (Brazil),eutrophic,Soares et al. (2007),both to TC,species.1
185,Oscillatoria sp.,S2,Pomba river (Brazil),eutrophic,Soares et al. (2007),both to TC,species.2
186,Oscillatoria,S2,Los Coipos Lake (Argentina),wetland,Fazio & O'Farrell (2005),Oscillatoria to MP,species.1
186,Spirulina,S2,Los Coipos Lake (Argentina),wetland,Fazio & O'Farrell (2005),Oscillatoria to MP,species.2
187,Leptolyngbya fragilis,S1-S2,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbows lakes,O'Farrell et al. (2003),Planktolyngbya sp. to S1; others to MP,species.1
187,Oscillatoria sancta,S1-S2,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbows lakes,O'Farrell et al. (2003),Planktolyngbya sp. to S1; others to MP,species.2
187,Planktolyngbya sp.,S1-S2,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbows lakes,O'Farrell et al. (2003),Planktolyngbya sp. to S1; others to MP,species.3
188,Cylindrospermopsis raciborskii,SN,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.1
189,Cylindrospermopsis raciborskii,SN,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),NA,species.1
190,Cylindrospermopsis raciborskii,SN,Paraibuna river (Brazil),eutrophic,Soares et al. (2007),NA,species.1
191,Cylindrospermopsis,SN,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
191,Anabaena minutissima,SN,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
192,Cylindrospermopsis raciborskii,SN,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.1
193,Cylindrospermopsis raciborskii,SN,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A.     gracile to H1,species.1
193,Aphanizomenon gracile,SN,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A.     gracile to H1,species.2
194,Cylindrospermopsis raciborskii,SN,Laguna Grande (Argentina),field mesocosms with free floating plants,Pinto et al. (2007),NA,species.1
195,Cylindrospermopsis raciborskii,SN,Lake Balaton (Hungary),shallow,Padisák & Reynolds (1998); Padisák et al. (2006),NA,species.1
196,Anabaena,SN,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),Anabaena to H1 unless it is A. minutissima,species.1
196,Cylindrospermopsis,SN,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),Anabaena to H1 unless it is A. minutissima,species.2
197,Cylindrospermopsis raciborskii,SN,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),NA,species.1
198,Cylindrospermopsis,SN,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
199,Cylindrospermopsis raciborskii,SN,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),NA,species.1
200,Cylindrospermopsis raciborskii,SN,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.1
201,Cylindrospermopsis raciborskii,SN,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2005),NA,species.1
202,Cylindrospermopsis raciborskii,SN,Lake Scharmützelsee (Germany),"deep, dimictic, eutrophic",Nixdorf et al. (2003),NA,species.1
203,Cylindrospermopsis raciborskii,SN,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.1
204,Cylindrospermopsis raciborskii,SN,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),NA,species.1
205,Cylindrospermopsis catemaco; Cylindrospermopsis philippinensis,SN,Lake Catemaco (Mexico),"shallow, permanent mixing water column",Komárková & Tavera (2003),NA,species.1
206,Cylindrospermopsis,SN,Tapacurá Reservoir (Brazil),dam reservoir,Bouvy et al. (2003),NA,species.1
207,Cylindrospermopsis raciborskii,SN,Juturnaíba Reservoir (Brazil),"Water supply, shallow",Marinho & Huszar (2002),NA,species.1
208,Cylindrospermopsis phillippinensis,SN,Juturnaíba Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
209,Cylindrospermopsis raciborskii,SN,Chapéu Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
209,Cylindrospermopsis phillipinensis,SN,Chapéu Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.2
209,Cylindrospermopsis catemaco,SN,Chapéu Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.3
210,Cylindrospermopsis phillipinensis,SN,Algodões Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
210,Cylindrospermopsis catemaco,SN,Algodões Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.2
211,Cylindrospermopsis raciborskii,SN,Poço da Cruz Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
212,Cylindrospermopsis raciborskii,SN,Pão de Açúcar Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
213,Cylindrospermopsis raciborskii,SN,Ingazeiras Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
213,Cylindrospermopsis phillipinensis,SN,Ingazeiras Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.2
213,Cylindrospermopsis catemaco,SN,Ingazeiras Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.3
214,Cylindrospermum cf. muscicola,SN,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),to MP,species.1
215,Aphanizomenon gracile,SN,Langer see Melangse (Germany),NA,Mischke & Nixdorf (2003),to H1,species.1
216,Planktolyngbya,Si,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),"for typesetting error, i should be read as 1; Ankistrodesmus to X1; position of Pseudanabaena depends on the species",species.1
216,Ankistrodesmus,Si,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),"for typesetting error, i should be read as 1; Ankistrodesmus to X1; position of Pseudanabaena depends on the species",species.2
216,Pseudanabaena,Si,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),"for typesetting error, i should be read as 1; Ankistrodesmus to X1; position of Pseudanabaena depends on the species",species.3
